degree,count
22,1145
19,1512
14,776
15,969
25,584
16,1209
26,472
20,1406
18,1457
17,1359
23,1019
9,57
13,522
21,1319
11,225
24,733
27,340
12,370
30,90
10,130
31,61
29,159
33,27
28,213
34,11
32,52
8,34
7,13
35,6
5,5
36,1
6,3
4,1
38,3
37,1
22,1172
25,599
24,816
14,757
17,1371
23,938
15,926
18,1490
21,1311
26,424
28,243
16,1187
29,149
19,1462
13,584
20,1400
12,409
27,332
11,207
32,40
10,131
30,103
31,61
9,74
33,21
8,26
35,5
6,6
39,3
7,14
34,10
36,6
37,4
5,3
12,369
13,566
19,1433
18,1426
24,823
22,1239
11,233
21,1296
15,986
26,486
17,1296
23,992
28,232
16,1131
20,1481
14,730
7,12
27,289
9,72
29,148
10,139
30,95
25,622
8,30
33,18
32,41
35,8
31,66
39,1
36,5
37,3
34,11
6,4
5,1
24,796
11,229
15,931
21,1390
14,777
27,328
16,1170
20,1466
18,1420
26,442
22,1158
19,1448
23,985
29,150
28,218
25,623
17,1374
13,519
31,76
12,333
33,24
8,23
32,50
9,61
30,111
10,131
6,8
36,2
34,15
37,2
35,12
7,10
38,1
4,1
21,1357
18,1456
26,433
16,1125
19,1548
14,743
13,527
15,1028
22,1155
24,815
20,1415
17,1340
23,987
12,372
28,233
25,582
27,315
29,137
9,75
11,215
30,96
10,129
31,50
7,14
8,33
37,6
32,31
36,5
39,1
35,8
6,8
34,15
33,24
5,4
40,2
11,212
20,1410
16,1172
13,558
24,824
22,1168
26,466
15,964
17,1325
12,353
23,996
25,612
30,95
19,1424
14,775
21,1360
9,55
18,1508
27,317
36,5
28,222
10,118
29,151
32,38
33,24
7,12
31,70
34,13
8,23
37,4
40,1
6,5
35,3
5,1
21,1331
17,1400
12,374
18,1430
23,966
22,1195
24,776
25,627
19,1450
27,332
13,526
15,938
20,1438
16,1184
26,471
14,748
11,213
10,121
33,28
28,216
31,67
29,153
9,62
8,34
30,121
32,43
5,2
7,9
35,4
6,6
36,3
34,13
37,2
4,1
18,1434
21,1342
28,205
22,1178
10,129
23,936
26,471
16,1164
25,619
19,1503
17,1323
24,816
27,364
15,942
13,570
30,106
14,788
20,1412
12,338
11,225
29,155
8,27
7,14
31,65
6,6
5,1
35,8
34,11
33,27
32,36
9,61
36,3
38,2
4,2
39,1
22,1159
20,1469
19,1469
15,990
25,657
16,1164
21,1342
23,909
24,791
26,443
18,1508
28,229
17,1269
14,747
13,532
11,225
12,401
27,335
10,134
33,26
30,87
9,68
32,31
31,61
29,171
8,21
35,10
34,12
7,10
36,2
6,9
37,1
38,1
43,1
18,1483
24,742
17,1309
21,1299
20,1426
9,76
23,1005
14,766
26,475
15,964
28,236
19,1482
11,243
25,615
27,340
16,1174
30,106
22,1144
12,378
13,561
31,43
8,41
29,148
10,133
42,1
32,21
34,16
33,19
6,4
7,13
35,7
37,3
36,4
39,2
38,3
5,1
40,1
14,711
15,971
17,1309
21,1321
18,1415
20,1442
13,562
22,1154
19,1552
23,995
24,814
28,233
11,238
12,339
16,1132
25,642
8,36
26,476
27,333
34,14
30,96
29,160
9,63
10,111
33,18
31,73
7,11
32,45
35,7
36,4
37,4
6,2
5,1
27,307
20,1445
18,1398
14,772
21,1322
22,1134
25,548
19,1513
24,775
12,344
23,976
29,155
32,51
15,1006
13,567
26,442
17,1348
16,1228
35,8
30,107
11,257
28,236
31,63
9,62
10,121
8,31
37,4
34,16
7,12
33,22
4,1
36,5
5,2
38,4
6,1
2,1
19,1469
15,908
16,1165
14,820
22,1163
21,1338
24,837
20,1442
13,517
17,1338
11,215
27,344
30,94
23,999
18,1448
12,379
9,55
10,134
26,420
29,152
28,243
25,607
31,58
32,40
6,6
7,16
8,28
36,5
39,1
34,16
33,18
35,7
5,1
37,1
13,492
10,119
27,331
16,1117
25,647
21,1382
17,1355
20,1440
22,1199
11,211
24,810
15,966
19,1462
14,773
18,1425
23,988
26,467
12,344
28,222
29,168
35,9
9,65
31,63
30,109
38,1
7,12
36,6
33,22
34,5
32,38
8,32
6,3
37,1
30,123
21,1275
15,953
20,1399
17,1356
19,1415
27,318
26,489
18,1421
25,636
22,1142
16,1183
28,244
14,769
23,1023
13,577
24,808
33,25
12,366
29,147
11,248
32,39
31,64
35,8
9,75
10,116
7,8
34,9
8,35
6,3
36,5
37,1
5,1
39,1
41,1
38,1
21,1306
15,967
17,1387
25,643
22,1187
14,776
12,354
26,449
19,1454
20,1444
31,61
18,1452
8,24
13,545
23,1015
16,1133
24,798
27,328
11,189
30,89
33,17
28,243
32,30
9,51
34,18
10,140
29,147
7,10
36,3
6,8
35,9
37,3
5,2
38,2
25,623
13,514
17,1367
20,1400
15,996
23,996
18,1462
19,1541
12,382
21,1317
24,824
11,198
22,1116
14,741
28,219
16,1121
26,448
29,162
9,57
27,367
33,25
31,77
10,109
30,96
8,28
7,9
6,6
37,4
32,44
34,25
36,2
35,7
38,1
11,247
17,1335
9,71
15,964
18,1452
23,952
13,512
14,733
24,786
22,1172
19,1514
20,1470
12,379
16,1195
26,465
21,1285
25,654
29,152
27,294
36,5
31,60
28,222
32,42
10,127
8,37
30,93
33,23
7,16
6,3
34,11
37,3
35,7
5,1
39,2
26,476
20,1376
23,1027
22,1175
14,765
19,1518
18,1444
16,1179
21,1279
24,821
12,354
11,246
17,1339
27,320
15,935
30,111
13,548
29,150
25,614
10,131
28,244
9,61
6,4
32,30
38,5
31,44
8,31
33,17
34,12
7,21
35,7
28,252
18,1423
16,1204
22,1104
21,1334
24,761
27,335
15,977
20,1496
14,761
17,1282
25,606
11,254
23,975
13,554
10,110
12,357
26,447
19,1522
8,39
35,10
30,98
31,52
32,39
29,165
33,21
9,65
34,20
6,4
5,1
2,1
7,12
36,2
37,1
