degree,count
12,21
10,33
7,18
8,22
11,35
14,17
13,19
16,10
9,29
15,17
3,1
20,1
6,12
18,3
5,7
19,3
4,3
17,5
10,27
8,24
13,25
12,34
17,4
5,9
19,2
9,18
14,21
22,1
18,2
4,3
11,39
15,16
6,11
16,5
7,12
2,1
20,1
3,1
13,29
11,34
14,22
10,31
12,32
5,4
16,10
15,9
8,21
9,28
6,8
17,5
7,13
20,1
4,6
18,3
14,22
3,1
11,24
17,4
12,34
5,5
7,13
9,29
6,12
15,15
10,29
8,23
13,28
16,8
20,1
19,1
4,3
18,4
11,42
7,20
10,36
8,12
9,18
14,10
12,41
18,5
13,22
15,15
4,2
16,10
5,3
6,13
2,2
17,4
20,1
17,8
13,26
11,32
18,3
12,26
9,25
14,27
8,25
22,1
19,1
7,13
15,12
10,28
6,13
16,9
5,3
2,1
3,1
21,1
4,1
8,25
9,38
12,23
7,19
14,15
3,2
11,41
10,25
20,2
19,1
17,3
16,9
4,5
13,28
15,9
6,5
5,5
18,1
12,25
14,26
15,16
16,9
11,33
7,14
13,27
8,27
9,24
10,29
17,7
21,1
18,3
6,8
4,2
5,3
20,1
27,1
13,22
8,24
7,13
9,28
17,7
6,17
14,17
10,33
11,22
15,24
12,19
16,12
5,9
25,1
18,1
3,2
4,2
21,1
2,1
19,1
12,29
13,21
10,41
8,17
6,12
15,11
11,37
14,17
9,27
5,6
7,15
18,7
17,7
4,2
19,3
16,3
3,1
17,12
9,28
18,4
10,33
7,17
11,26
8,29
12,20
14,17
13,22
15,14
5,4
16,10
4,6
6,8
19,2
3,1
23,1
20,1
25,1
11,39
13,26
14,26
8,27
16,11
12,29
10,25
15,17
9,21
7,10
17,6
6,5
5,5
22,1
3,1
4,2
20,1
18,2
19,1
2,1
13,38
12,28
11,31
15,11
17,6
7,16
18,4
8,28
10,28
9,29
5,4
14,12
3,3
6,6
16,5
19,4
20,2
2,1
11,36
13,31
10,40
9,34
6,3
8,23
12,22
5,8
15,13
7,16
14,12
17,6
16,11
18,1
6,15
11,26
10,35
14,24
13,25
4,2
7,11
8,28
9,23
12,28
16,7
15,15
5,5
17,8
18,3
19,1
9,20
5,3
13,33
15,15
12,32
10,28
7,17
11,27
6,12
8,20
16,13
14,22
19,3
27,1
18,3
4,2
17,4
3,1
10,37
9,23
15,11
11,41
12,28
14,23
16,7
13,15
19,3
6,11
7,18
21,1
8,17
17,10
18,4
5,4
4,2
20,1
5,7
12,28
16,11
11,27
10,32
9,31
14,18
8,20
13,28
7,18
15,13
4,1
18,4
17,8
3,1
6,8
1,1
8,19
14,14
9,32
13,27
10,33
11,40
12,27
17,6
7,17
18,3
4,4
15,8
16,4
3,2
20,2
5,6
6,8
19,3
21,1
12,37
9,42
14,19
13,23
16,7
8,21
11,24
7,18
18,2
15,14
5,4
10,23
21,2
19,2
4,4
6,7
17,5
3,1
25,1
