degree,count
16,743
13,425
17,778
19,716
15,677
21,528
24,255
22,456
10,107
26,136
29,26
18,756
14,556
20,677
25,181
9,62
12,306
30,26
23,324
11,211
27,97
31,18
6,5
28,62
7,19
33,3
8,30
32,6
5,2
4,1
35,1
34,2
15,677
16,740
22,411
19,748
20,679
18,802
23,395
28,76
17,741
21,523
8,39
13,397
27,81
25,189
26,144
12,318
14,502
24,256
30,26
29,48
11,168
10,117
9,75
32,5
34,2
31,11
33,4
7,12
6,5
35,1
16,752
12,301
27,92
22,490
19,715
21,537
24,291
20,679
17,724
13,405
23,347
15,617
18,775
11,217
29,41
7,22
14,523
8,34
9,72
25,189
10,117
26,138
31,18
28,50
30,26
32,10
34,2
6,3
41,1
37,1
5,1
33,1
36,1
11,201
26,160
16,778
12,315
18,737
20,642
19,731
21,515
17,767
13,423
14,527
22,484
28,56
15,623
25,185
24,300
27,77
23,350
9,56
10,114
8,38
29,33
32,14
33,8
30,19
7,19
34,4
35,1
31,11
6,2
5,2
18,765
16,695
21,579
32,12
14,497
25,209
19,751
11,214
15,632
10,117
20,687
12,281
26,134
13,412
17,717
22,494
24,262
28,61
33,6
23,379
7,20
8,35
30,19
9,64
27,86
36,2
29,38
4,1
6,7
31,12
5,2
35,1
34,1
11,216
16,695
14,560
20,664
9,79
22,441
24,268
27,88
17,767
23,367
18,742
25,218
21,538
13,373
19,748
15,615
30,26
12,329
29,35
10,125
26,136
8,43
28,54
32,5
33,4
35,5
7,21
6,8
31,20
38,1
34,1
19,705
24,266
20,654
25,214
17,746
23,380
21,555
10,119
14,553
15,629
16,728
22,444
13,418
12,277
28,70
26,144
11,186
9,80
18,785
27,91
29,40
8,28
31,14
32,13
30,30
7,14
33,5
6,2
34,1
35,1
9,64
15,629
18,772
19,744
16,694
22,485
21,550
14,509
20,634
17,767
12,322
28,76
23,352
11,184
8,34
25,215
24,273
26,127
31,12
13,446
29,24
3,1
10,131
27,76
33,7
30,22
7,19
6,8
34,4
32,6
5,3
37,1
36,1
19,735
21,565
16,745
13,373
18,760
20,731
22,440
17,763
15,615
25,209
28,68
26,146
24,268
23,381
11,173
10,117
12,269
14,520
27,87
9,70
8,37
32,12
7,15
29,41
31,14
5,1
30,24
33,5
34,1
6,5
35,1
36,1
16,699
12,323
21,557
17,771
14,522
24,297
15,629
18,831
10,105
13,397
19,679
23,365
20,679
22,456
26,135
11,204
29,35
8,37
5,4
27,84
31,9
25,178
28,52
6,8
9,81
32,9
30,19
35,2
7,17
33,4
36,1
34,3
19,742
24,283
17,793
13,439
11,205
23,371
16,711
12,289
20,660
18,771
27,77
22,423
14,551
15,606
21,554
34,5
29,38
9,80
28,56
26,126
25,196
10,109
33,6
32,4
8,39
7,13
31,14
30,23
6,3
2,1
4,2
35,1
5,1
18,748
25,216
20,680
24,291
19,701
16,814
21,568
22,475
12,301
15,625
23,365
13,395
17,713
14,500
26,123
8,41
27,76
29,33
11,212
9,67
33,5
30,22
28,70
31,9
10,111
32,4
7,16
6,7
35,1
4,2
34,1
21,537
19,744
28,55
12,290
14,528
20,656
24,307
23,373
13,421
16,721
17,802
25,179
9,60
15,669
11,200
22,451
18,750
27,79
8,27
26,130
10,101
31,13
30,25
29,45
6,3
7,10
35,3
32,8
5,2
34,1
4,1
33,1
26,149
18,735
22,452
14,494
23,371
12,294
21,600
29,45
20,681
11,168
15,650
17,783
10,130
16,704
19,749
24,276
25,216
13,385
9,72
32,7
30,23
7,11
27,87
6,4
28,58
8,20
38,1
33,4
31,14
35,4
5,3
37,2
20,689
12,291
19,694
21,518
15,651
16,719
22,495
14,504
17,789
11,204
26,140
23,352
18,790
25,179
24,279
13,410
8,28
27,88
10,154
30,25
29,41
6,6
9,54
7,17
32,4
35,3
28,49
5,3
31,10
33,2
34,2
3,1
4,1
25,179
17,782
22,457
26,133
20,669
10,101
13,432
14,483
15,666
18,756
19,717
12,309
21,564
23,378
24,306
16,734
11,201
9,68
8,29
29,32
27,90
7,15
28,39
30,22
31,9
6,2
5,4
32,7
33,4
37,1
34,2
36,1
34,3
25,196
14,497
21,574
26,130
20,640
18,788
11,183
16,737
15,683
17,777
13,420
19,719
24,264
8,30
23,359
27,92
22,456
12,291
32,3
9,67
7,19
10,117
30,18
6,6
31,17
28,59
36,1
29,41
33,4
5,1
18,742
16,740
25,173
21,557
17,740
14,538
22,447
15,647
13,389
23,379
24,262
20,680
10,130
12,296
19,752
26,157
11,199
27,99
9,67
7,18
28,61
31,10
8,30
30,19
29,41
6,9
32,4
5,1
33,1
35,1
34,3
17,745
22,447
20,673
16,747
15,638
14,507
18,761
28,52
23,383
19,713
12,312
31,14
21,562
7,11
27,91
9,61
10,128
13,426
30,18
26,152
11,180
24,271
25,208
29,32
8,32
32,3
6,7
34,4
5,2
37,1
33,7
4,1
35,2
36,1
21,567
17,760
24,302
22,443
13,400
18,743
20,642
28,69
14,529
12,294
15,620
19,734
11,191
23,365
16,733
25,194
10,138
29,30
26,156
9,69
8,33
34,2
27,97
33,8
30,27
31,15
35,1
7,17
37,2
5,2
6,4
32,3
4,1
36,1
