degree,count
9,9
10,9
4,5
7,9
8,11
6,8
11,4
13,2
17,1
12,1
15,1
5,2
2,2
8,8
7,14
10,8
5,7
9,8
11,2
15,1
6,12
4,1
17,1
13,1
14,1
6,6
12,4
9,3
10,12
7,13
4,2
11,5
8,8
14,4
13,4
17,1
3,1
5,1
10,9
8,5
7,9
13,7
6,11
9,8
14,1
15,1
5,4
12,3
4,3
11,2
3,1
4,2
8,11
7,9
5,4
13,3
9,5
11,5
12,3
6,7
10,10
3,2
15,1
14,1
17,1
7,15
9,8
3,1
6,7
8,9
10,7
11,3
4,1
5,6
13,1
14,2
16,1
12,3
8,11
6,8
5,10
11,8
9,6
10,6
12,5
3,1
7,5
14,2
4,2
5,4
9,12
7,9
6,7
11,10
8,13
10,4
14,1
4,3
15,1
8,13
6,10
9,9
11,1
7,8
4,2
5,3
10,6
15,1
12,6
14,1
3,2
13,2
5,6
8,10
3,1
9,10
11,5
10,5
6,6
7,4
14,3
16,2
12,6
4,4
13,2
11,6
10,10
4,7
8,7
2,2
7,7
9,7
5,9
6,6
12,2
13,1
12,7
6,10
15,1
5,5
9,6
10,9
8,9
7,6
11,5
4,1
13,4
3,1
8,19
6,7
5,5
10,7
4,4
9,7
11,3
7,10
15,1
14,1
12,8
6,9
7,6
9,13
4,3
11,3
13,3
8,6
10,6
3,1
15,1
5,5
8,10
19,1
13,1
12,6
10,7
5,4
17,2
9,5
7,10
11,8
6,4
20,1
15,1
14,2
16,1
4,1
7,6
8,13
4,4
5,5
6,9
9,10
10,6
3,1
12,5
13,1
11,3
14,1
7,8
11,5
5,8
4,3
6,7
10,3
12,4
8,5
9,9
15,3
13,5
14,2
3,2
9,9
8,14
7,7
12,2
3,10
6,8
10,4
5,4
11,2
4,2
2,2
11,6
6,5
7,12
14,2
5,8
10,8
9,9
8,7
12,1
13,3
4,3
13,4
8,12
9,8
4,3
11,7
7,4
12,4
10,4
6,6
5,5
16,1
15,1
14,4
3,1
