degree,count
69,1
26,1
25,1
44,1
20,1
22,1
17,2
10,9
8,7
16,4
9,7
15,1
19,1
6,25
12,3
11,3
21,1
4,14
14,2
7,13
5,30
57,1
26,1
17,5
29,3
38,1
8,11
22,1
19,1
9,8
12,6
7,14
15,1
6,18
21,1
14,2
10,5
11,4
4,6
5,39
71,1
15,3
21,4
22,1
37,1
12,5
9,7
13,2
7,19
20,1
16,1
11,3
14,3
10,4
5,42
17,1
6,21
19,1
8,4
4,3
3,1
66,1
54,1
26,2
17,2
30,1
16,2
24,1
19,1
14,4
18,2
21,1
10,6
9,8
11,8
8,7
6,27
12,2
4,6
7,11
5,34
3,1
58,1
38,1
43,1
19,2
15,2
27,1
11,5
40,1
21,2
20,1
9,5
14,3
17,1
7,14
10,4
16,2
6,17
13,2
5,41
4,7
8,15
68,1
50,1
34,1
38,1
14,5
15,3
13,2
20,1
11,8
12,3
21,1
22,1
7,15
8,9
10,3
9,7
6,17
5,37
4,12
65,1
61,1
38,1
19,1
16,3
36,1
22,2
17,4
11,3
13,1
12,3
9,10
20,1
10,6
8,9
5,38
7,9
6,25
4,8
3,1
66,1
47,1
17,3
29,1
18,2
20,1
12,6
23,1
14,4
22,1
8,11
15,3
5,40
9,2
11,3
7,16
4,5
6,20
10,3
13,3
16,1
70,1
36,1
35,1
26,1
32,1
19,3
14,4
15,2
8,7
13,5
10,5
23,1
7,16
12,2
5,30
11,4
9,8
6,29
4,7
71,1
21,3
17,3
38,1
41,1
14,2
23,2
5,37
11,6
6,25
13,3
15,2
9,8
12,3
8,12
7,12
10,2
3,1
4,4
59,1
31,2
42,1
20,2
14,3
6,24
28,1
38,1
10,5
11,6
12,5
15,1
17,1
24,1
9,5
16,1
5,36
7,15
8,10
13,1
4,6
76,1
38,1
32,1
31,1
20,1
10,3
27,1
30,1
23,1
11,6
14,3
6,19
13,2
15,1
8,15
16,1
7,11
5,37
12,5
9,6
3,1
4,10
69,1
51,1
20,3
7,18
32,1
16,5
21,1
13,4
6,28
15,3
10,2
5,38
14,1
9,10
26,1
12,2
8,6
4,2
3,1
58,1
40,1
26,1
28,2
8,9
18,2
36,1
7,17
17,2
16,1
10,8
11,3
15,4
12,2
13,1
9,7
6,21
14,3
5,37
4,5
76,1
39,1
27,1
35,1
21,3
5,36
12,6
19,1
15,3
11,4
13,4
9,7
16,2
8,6
7,19
6,20
10,3
4,10
71,1
45,1
22,1
17,2
13,5
18,2
24,1
15,3
10,8
12,5
11,4
9,10
16,1
14,2
8,7
6,21
20,1
4,9
5,32
7,10
3,2
76,1
40,1
35,1
28,1
32,1
18,1
11,6
16,1
8,15
19,1
12,3
10,4
9,6
7,17
17,1
13,3
14,2
6,22
15,1
5,34
4,5
3,1
77,1
32,1
15,2
18,2
21,3
28,1
8,17
35,1
14,1
10,5
12,2
31,1
17,1
20,1
9,7
13,1
5,34
6,23
7,14
3,1
4,9
64,1
49,1
38,1
30,1
19,1
17,4
21,2
5,40
27,1
11,5
16,2
9,12
18,1
12,4
14,2
6,17
7,14
4,11
13,1
10,3
8,4
81,1
23,1
31,1
9,6
18,4
16,1
27,1
10,5
17,1
14,3
8,9
12,4
7,20
11,5
13,2
4,5
6,28
15,1
3,3
5,27
