degree,count
12,106
21,22
20,34
10,72
14,96
13,114
7,22
15,95
9,56
11,101
16,73
17,65
8,34
19,51
18,56
27,3
25,3
5,2
22,6
6,6
24,4
26,2
4,1
16,82
13,120
11,103
12,100
7,27
10,60
15,97
8,34
19,40
23,7
18,56
14,100
17,68
9,50
25,3
20,19
24,5
22,10
5,6
21,22
4,3
3,1
26,2
6,7
27,2
12,95
13,117
9,48
10,87
19,41
16,91
24,5
17,60
14,110
11,82
15,100
8,34
18,53
23,7
22,17
20,25
7,15
21,21
5,4
3,1
6,8
25,1
4,1
27,1
25,2
10,52
15,115
12,94
17,73
13,114
8,31
11,87
18,66
20,17
14,115
19,38
16,109
7,21
9,50
21,11
26,2
22,10
23,3
24,5
5,3
6,3
4,2
27,1
16,76
11,100
10,64
13,123
7,23
9,44
18,52
14,112
12,112
19,42
15,106
20,26
17,56
8,24
21,20
23,7
6,7
22,12
3,1
4,4
24,6
5,5
28,1
25,1
8,27
10,68
14,107
17,64
13,114
12,111
15,95
7,26
16,86
11,85
19,39
18,57
21,23
9,51
6,12
22,12
20,27
4,2
23,3
5,8
26,2
25,1
29,1
28,1
24,2
19,34
17,76
13,111
21,18
22,11
15,104
16,87
11,92
10,78
18,54
7,14
14,116
8,32
12,93
9,54
20,21
6,11
24,4
4,2
5,4
23,4
25,2
26,1
27,1
10,86
20,35
15,94
23,9
12,97
13,95
11,89
19,49
9,52
16,89
18,56
14,97
8,28
22,13
7,20
17,71
6,12
24,7
21,16
26,1
5,5
25,2
4,1
9,45
12,122
11,81
18,58
16,82
17,78
15,95
13,116
14,98
10,61
20,29
27,1
25,1
19,51
7,26
22,8
21,12
26,1
8,36
5,2
6,10
23,4
24,3
3,2
2,1
28,1
14,121
15,78
23,10
16,98
17,66
13,124
8,31
18,50
12,92
9,51
19,43
11,89
7,14
21,18
6,11
22,12
10,70
4,3
20,26
5,6
24,4
26,4
25,1
3,1
31,1
13,122
10,65
16,74
18,55
7,17
14,107
19,43
22,12
11,95
17,72
15,91
5,6
12,101
6,11
21,23
8,33
9,58
23,8
24,5
20,21
4,3
25,1
26,1
14,125
21,14
13,118
20,23
18,53
19,39
16,98
15,99
7,19
12,97
11,73
25,4
17,75
24,4
22,9
9,54
10,66
8,31
23,9
5,2
6,9
26,2
30,1
20,26
17,74
8,29
14,100
16,101
9,48
19,34
12,103
11,82
15,101
13,108
21,16
10,78
22,12
18,54
6,11
4,5
7,25
23,9
5,3
26,2
25,1
24,1
27,1
14,110
21,16
19,38
17,84
12,99
11,97
13,110
9,54
20,22
15,100
10,80
16,77
8,31
24,4
18,42
4,1
22,12
7,22
6,12
5,6
25,4
23,2
3,1
10,62
12,98
16,95
14,111
15,103
11,75
18,61
19,48
17,77
8,31
13,118
7,22
21,25
9,45
20,18
25,5
5,4
24,3
4,1
23,6
27,2
6,8
22,6
14,105
13,110
10,72
11,79
9,49
18,45
15,124
19,39
21,21
16,99
12,92
22,14
8,29
6,12
17,68
20,31
7,16
5,3
23,6
24,3
25,2
28,1
4,1
26,2
27,1
10,55
12,105
9,40
16,97
20,20
21,26
15,116
18,50
8,30
22,17
14,106
25,4
17,67
6,13
11,84
13,114
19,40
7,26
24,1
4,3
3,1
5,2
23,6
26,1
12,130
14,102
19,30
15,109
6,11
9,66
13,98
16,80
10,78
21,14
17,77
11,85
22,7
7,18
8,38
18,42
20,20
25,5
23,4
5,5
26,3
3,1
24,1
9,46
15,108
11,95
13,127
20,34
17,67
14,104
10,87
7,19
16,90
12,83
22,5
18,39
19,34
23,7
21,18
8,33
24,3
5,8
25,4
6,10
4,2
27,1
19,40
11,96
15,110
18,45
14,116
8,38
12,96
17,59
9,46
10,63
13,121
20,26
7,26
16,90
22,9
21,20
23,5
6,5
4,3
5,6
24,3
25,1
