degree,count
166,1
52,1
92,1
48,1
43,1
59,1
62,1
50,1
27,1
26,5
24,3
20,4
13,13
17,6
18,3
36,1
30,2
33,1
40,1
35,1
29,1
9,38
22,1
8,37
23,2
12,17
39,1
10,26
31,1
25,1
15,7
4,9
19,3
11,13
7,61
14,7
21,2
16,2
6,91
5,143
159,1
57,1
75,1
34,2
66,1
63,1
33,2
27,2
22,2
28,1
40,1
29,1
46,1
37,1
42,1
19,3
31,2
24,4
32,2
20,4
17,5
12,11
15,9
25,3
10,22
23,2
16,6
30,1
18,4
11,14
9,28
7,54
13,13
14,8
8,48
26,1
4,11
6,87
5,151
132,1
98,1
69,1
34,1
39,1
56,2
62,1
18,4
12,14
72,1
8,42
43,1
33,1
28,1
54,1
17,4
25,4
35,1
27,1
15,6
40,1
26,2
22,3
24,3
23,3
14,5
19,2
10,28
29,1
13,8
21,1
16,7
11,21
20,3
6,95
9,24
7,65
4,13
5,138
223,1
37,1
90,1
16,6
30,1
61,1
28,2
66,1
33,1
42,1
45,2
24,2
49,1
17,9
21,3
19,4
31,1
12,11
27,1
29,2
18,5
11,17
5,146
10,22
14,10
32,1
15,9
9,30
13,7
22,1
23,2
20,4
8,41
6,97
7,49
26,1
4,17
3,1
135,1
49,1
102,1
71,1
28,2
16,7
54,1
58,1
42,3
15,10
57,1
24,1
17,5
21,3
25,1
19,6
23,3
18,4
45,1
8,49
31,1
12,16
46,1
26,1
20,4
14,12
9,27
10,31
13,6
11,17
6,91
7,68
5,126
4,9
161,1
55,1
73,1
48,1
17,5
53,1
57,1
35,2
41,1
36,1
37,3
29,3
33,1
27,2
22,1
19,7
14,15
11,25
13,9
16,7
30,1
23,2
32,1
31,1
28,1
24,4
20,3
12,14
10,26
18,2
7,64
6,84
8,40
15,2
4,7
9,29
5,143
101,1
155,1
42,1
44,1
38,1
51,1
27,2
31,2
25,2
19,7
48,1
56,1
30,1
16,10
21,3
26,1
39,1
20,5
29,2
11,30
18,7
22,2
12,14
15,6
7,56
14,10
24,1
13,5
9,33
17,6
10,23
23,1
33,1
8,37
5,141
6,85
4,10
155,1
121,1
51,1
67,1
38,1
59,1
29,2
76,1
18,3
60,1
41,1
32,2
23,4
39,1
34,2
16,10
20,2
13,9
30,1
17,4
22,2
24,1
28,1
7,79
19,5
26,2
21,4
11,17
12,15
14,7
10,17
8,40
15,7
6,78
9,25
25,1
5,151
4,11
118,1
121,1
63,1
41,1
11,27
36,3
45,1
43,2
61,1
21,6
10,21
58,1
20,4
22,2
19,3
18,4
29,2
25,2
27,3
33,1
35,1
37,1
23,3
15,4
7,50
24,1
8,42
14,6
12,13
17,6
13,11
9,34
16,4
31,1
5,142
6,98
4,8
143,1
38,1
59,1
63,1
37,1
55,2
47,2
39,1
69,1
26,4
32,1
48,1
29,2
16,5
12,14
45,1
51,1
40,1
6,89
27,1
8,43
21,3
24,2
36,1
13,14
28,1
17,6
18,6
20,2
15,6
19,2
14,7
33,1
9,31
11,12
23,1
22,1
10,19
7,61
5,148
4,14
139,1
107,1
64,1
83,1
29,4
80,1
23,3
33,1
28,2
14,12
31,1
34,1
24,1
27,2
20,5
7,65
38,1
42,1
45,1
11,20
18,3
16,9
13,12
46,1
15,6
26,1
12,19
19,3
30,1
17,3
10,16
9,26
8,53
6,94
5,135
4,5
171,1
59,1
98,1
92,1
44,1
37,1
56,1
48,1
29,2
25,1
15,7
47,1
63,1
19,5
24,2
54,1
18,6
42,1
43,1
28,2
30,1
23,1
26,3
17,3
11,20
9,37
16,6
8,37
10,20
14,10
20,1
13,9
7,60
6,90
27,1
22,2
12,13
5,151
4,9
200,1
42,1
92,1
49,1
44,1
94,1
50,1
24,4
25,3
47,1
34,2
29,1
38,1
37,1
18,7
17,8
6,89
16,5
22,2
7,75
33,1
15,4
20,3
32,2
13,9
21,1
27,1
14,6
23,2
12,10
11,22
19,1
31,1
10,23
8,37
9,28
5,142
3,1
4,12
201,1
105,1
47,1
32,2
42,1
20,5
73,1
22,2
51,1
37,1
23,2
40,1
44,1
34,1
19,8
15,8
13,8
49,1
10,25
24,1
17,5
18,5
33,1
35,1
41,1
21,2
14,7
9,30
11,20
16,6
26,1
8,38
12,11
5,147
7,63
6,90
4,11
3,1
179,1
129,1
58,1
74,1
36,1
71,1
47,1
17,6
24,4
19,3
38,1
12,13
16,8
23,4
32,1
29,2
15,12
39,1
34,1
28,1
22,2
21,3
26,3
13,10
10,27
9,32
11,23
20,2
18,2
14,3
5,140
7,56
8,44
6,88
4,12
3,1
150,1
65,1
75,1
61,1
73,1
25,5
38,1
14,10
26,2
53,1
35,1
37,1
33,2
16,14
19,5
20,2
44,1
24,2
11,20
27,3
15,4
21,3
28,2
29,1
10,33
18,4
17,2
8,45
7,62
13,6
22,5
9,26
6,78
12,6
5,150
4,9
3,1
223,1
51,1
65,1
49,1
54,1
34,2
19,7
29,1
32,1
31,3
45,1
18,5
16,8
48,1
24,4
28,2
36,1
33,1
43,1
20,3
13,6
14,7
17,3
30,2
11,10
10,24
8,48
22,2
7,51
4,13
21,1
