degree,count
25,7401
30,2797
24,8011
32,1492
28,4557
13,766
26,6316
20,7219
19,6240
29,3671
17,4161
21,7955
12,471
15,2082
22,8339
16,2874
23,8305
34,707
33,1010
27,5436
18,5131
36,326
31,2007
41,29
14,1387
37,188
35,466
39,56
11,229
42,17
10,124
45,2
38,108
9,55
40,34
8,16
44,5
7,5
46,2
43,2
6,1
24,7934
31,2107
25,7311
27,5523
16,3069
20,7244
21,7969
18,5127
28,4500
26,6322
22,8386
29,3453
19,6357
15,2109
23,8252
17,4182
14,1316
30,2771
12,477
32,1459
33,987
36,317
34,680
13,829
39,66
35,437
11,248
37,178
38,109
10,124
9,45
7,8
44,7
8,13
41,23
42,13
45,4
40,33
46,2
47,1
43,5
6,3
23,8207
22,8229
18,5205
15,2090
19,6327
25,7443
17,4087
31,2068
27,5527
26,6431
24,8047
13,836
21,7933
28,4647
29,3566
20,7128
16,2955
35,409
14,1289
30,2714
33,1003
34,721
32,1489
38,110
12,471
37,192
36,289
11,246
8,24
41,26
40,38
10,104
9,60
42,13
39,57
7,8
43,5
44,5
6,1
21,7769
27,5532
19,6249
25,7280
17,4066
26,6473
23,8348
15,1985
24,7995
16,3103
22,8310
28,4588
20,7234
29,3583
30,2799
32,1526
14,1320
18,5096
13,870
12,452
37,193
33,1006
35,459
31,2100
34,669
10,107
40,40
44,5
36,308
38,131
11,212
39,65
43,7
7,11
41,18
9,44
8,21
42,18
6,2
45,4
49,1
46,1
22,8195
23,8398
19,6334
24,8008
33,989
21,7813
13,828
25,7386
14,1334
17,3942
27,5603
29,3686
26,6595
20,7152
16,2980
30,2772
32,1529
18,5077
28,4554
15,2025
31,2075
34,682
36,263
38,125
35,461
12,459
37,203
8,17
10,84
45,3
39,70
11,228
42,13
41,19
9,50
40,29
44,3
43,7
6,3
7,6
20,7265
23,8204
29,3635
19,6254
16,3020
17,4007
18,5099
25,7320
28,4622
24,7943
26,6477
27,5541
21,7982
22,8175
12,465
32,1475
33,1040
30,2857
13,777
34,721
11,247
36,311
14,1324
15,2049
31,2019
10,116
35,499
37,178
9,44
41,25
38,124
39,78
43,7
40,44
46,2
8,29
42,10
44,4
7,8
47,1
6,1
45,1
23,8407
26,6370
21,7920
17,4089
28,4508
18,5216
19,6233
27,5411
29,3589
24,7893
22,8349
20,7307
16,2975
25,7286
14,1308
30,2769
15,2077
31,2052
13,821
11,216
33,1072
40,42
32,1474
