degree,count
284,1
71,1
54,2
48,1
63,1
41,1
32,4
83,1
9,60
46,2
55,1
43,2
35,3
62,1
33,1
24,7
40,1
39,2
30,1
31,2
15,9
26,4
18,6
27,4
42,1
20,9
50,1
25,2
17,12
22,5
16,10
28,1
11,54
14,20
23,4
10,54
13,20
21,2
29,3
12,27
8,72
19,5
37,2
7,127
6,163
4,13
5,275
247,1
96,1
30,2
45,3
49,1
97,1
103,1
63,1
58,1
85,1
44,1
64,1
23,5
48,1
22,7
41,1
32,2
21,6
86,1
31,5
27,6
17,7
51,1
35,1
25,4
19,8
55,1
28,4
20,9
43,1
15,19
24,1
16,14
13,21
14,15
9,57
11,36
12,28
10,39
7,109
18,7
26,1
5,272
29,1
8,83
4,16
6,196
244,1
137,1
66,1
78,1
88,1
43,1
31,5
45,2
79,1
26,4
55,1
60,1
12,29
23,6
57,1
34,4
37,1
39,2
36,2
27,3
33,2
29,3
30,3
38,1
21,6
47,1
24,2
19,6
11,36
28,3
15,7
20,10
9,51
22,1
32,3
16,10
14,22
18,6
17,7
13,23
8,94
7,126
6,186
25,2
5,258
10,49
4,14
188,1
174,1
83,1
150,1
67,1
69,1
44,3
54,1
85,1
58,1
50,1
55,1
16,13
22,5
38,2
45,1
28,4
37,1
21,7
24,3
35,2
32,2
39,1
25,5
27,3
41,1
36,1
18,11
33,2
46,1
14,19
19,8
17,9
12,28
23,5
20,10
26,2
13,18
11,29
8,73
43,1
9,55
40,1
15,9
10,36
6,191
5,290
7,132
3,1
4,4
406,1
42,2
56,2
73,1
80,1
23,1
47,3
39,2
50,1
71,1
31,2
43,1
45,2
46,1
20,6
40,1
18,5
30,2
21,7
52,2
19,4
7,119
29,3
32,2
28,2
17,11
24,6
27,3
14,16
11,42
25,2
37,1
8,86
15,15
13,24
36,1
26,3
12,28
16,13
34,1
6,184
9,58
22,3
10,35
5,277
4,15
3,2
223,1
70,1
160,1
140,1
84,1
62,1
58,1
42,1
24,9
55,1
72,1
37,2
32,3
23,6
45,1
25,4
41,1
26,4
38,1
46,1
34,1
17,7
22,10
9,61
36,1
31,2
27,4
33,2
16,12
15,12
21,4
28,1
12,26
18,7
30,3
19,7
20,3
14,15
29,2
5,280
11,38
6,185
13,23
8,90
10,47
7,104
4,11
223,1
139,1
48,1
61,2
39,1
58,1
66,2
75,1
23,3
24,5
46,2
14,19
55,2
28,4
31,2
41,3
50,1
18,9
26,4
52,1
42,2
27,5
29,3
9,53
34,1
32,1
30,3
19,6
17,9
15,17
16,15
10,43
21,8
22,3
33,1
20,8
25,2
8,85
13,21
11,33
36,1
12,21
7,122
6,169
5,294
4,9
242,1
83,1
144,1
99,1
70,1
72,1
52,1
32,4
98,1
55,1
54,1
28,4
81,1
38,3
29,1
30,3
42,1
62,1
24,11
14,16
40,1
25,2
34,3
22,7
26,2
23,8
27,2
10,34
9,73
20,10
16,12
18,7
39,1
45,1
37,1
11,34
13,21
21,2
17,3
19,6
15,11
8,84
12,18
7,127
6,203
5,256
4,16
274,1
63,1
52,1
131,1
93,1
6,159
50,4
53,2
58,1
40,5
36,1
35,3
23,3
31,2
38,1
47,1
57,1
18,14
39,1
15,18
19,5
21,3
20,3
62,1
28,2
9,67
14,21
17,5
34,1
30,2
25,4
16,11
22,6
37,1
26,4
33,2
12,23
11,30
24,5
7,126
29,1
13,32
10,42
8,77
5,288
4,16
3,1
243,1
169,1
39,1
69,1
78,1
35,1
46,2
40,2
55,2
23,4
60,1
53,1
25,5
30,1
36,1
54,1
22,3
44,2
37,2
16,20
41,1
33,3
49,1
8,84
29,2
12,35
32,2
26,3
9,51
27,2
42,1
31,1
18,8
24,4
21,5
10,45
15,17
13,19
14,13
7,124
11,35
17,20
28,1
20,3
19,6
6,162
5,288
4,11
260,1
123,1
99,1
67,1
148,1
55,1
32,1
54,1
29,3
33,2
43,2
45,1
39,2
42,1
53,1
18,12
23,3
41,2
27,3
20,10
40,1
37,2
38,2
16,10
17,8
19,8
24,2
31,1
10,40
68,1
57,1
36,2
28,1
22,6
21,6
13,28
25,2
11,26
14,17
12,27
15,15
8,83
6,184
9,64
30,2
7,119
5,278
26,1
4,13
216,1
150,1
165,1
75,1
55,3
26,5
59,1
69,1
54,1
21,6
34,1
35,3
23,4
25,4
40,2
47,3
50,1
12,25
44,1
48,1
37,1
32,1
33,2
38,1
16,18
24,4
19,7
30,2
15,13
43,1
17,9
27,1
10,42
11,36
22,3
18,10
20,4
14,18
7,136
41,1
8,92
13,22
9,56
28,1
5,274
6,167
4,12
221,1
61,1
146,1
116,1
49,2
87,1
46,1
39,1
32,3
23,4
29,4
40,1
70,1
48,1
62,1
27,5
76,1
37,3
19,8
31,2
22,3
36,2
25,3
28,1
34,1
18,8
26,4
30,2
60,1
13,21
41,1
15,14
24,6
21,3
16,15
11,29
35,1
17,12
20,5
9,67
14,17
12,27
10,55
7,114
8,65
6,169
5,299
4,12
197,1
188,1
64,1
118,1
74,1
80,1
108,1
57,1
54,1
55,1
31,4
26,4
35,1
60,1
41,1
23,6
44,1
56,1
34,1
22,11
15,15
40,1
29,1
25,4
28,1
30,1
18,9
20,7
27,3
19,11
12,23
24,4
48,1
21,8
13,15
6,180
17,11
36,1
16,8
7,120
10,43
11,29
14,26
9,45
8,100
5,279
4,13
234,1
85,1
62,1
109,1
118,1
67,2
56,2
60,1
73,1
54,1
40,2
39,2
20,7
33,1
36,1
8,79
38,1
27,4
15,12
17,13
26,4
28,3
21,6
46,1
45,2
43,1
22,7
34,1
47,1
32,1
6,188
24,2
29,2
14,17
23,7
19,7
48,1
25,3
18,6
11,31
35,1
12,23
10,39
13,26
7,107
16,8
31,1
9,65
30,1
4,19
5,285
288,1
122,1
76,1
69,1
46,1
91,1
27,9
55,1
50,2
52,1
13,26
14,19
71,1
24,4
25,4
35,2
42,1
19,13
47,2
23,4
43,1
20,7
10,46
45,1
