degree,count
16,869
22,647
19,849
25,267
17,865
23,489
26,192
20,792
30,37
15,756
11,217
33,6
21,755
18,962
14,591
29,54
27,118
12,310
24,376
9,72
13,482
10,113
28,91
8,31
31,20
32,12
7,18
35,3
6,4
34,1
5,1
17,925
19,875
18,885
21,750
20,832
14,553
15,738
22,594
16,876
13,462
12,352
10,125
23,502
27,142
28,84
29,54
30,47
26,185
24,361
25,279
31,22
11,200
9,64
8,47
7,13
35,1
34,3
5,2
6,5
36,1
32,12
33,8
37,1
17,950
22,592
25,288
13,432
18,933
19,902
21,704
12,330
14,616
20,855
28,82
16,845
15,696
26,198
23,462
11,220
24,362
32,15
10,135
29,55
9,70
34,3
27,147
7,17
31,14
8,32
6,8
33,7
30,28
35,2
25,274
17,928
20,808
19,967
29,55
22,605
26,183
16,782
23,495
11,200
10,119
14,601
18,925
13,458
21,749
27,142
15,746
24,407
30,42
12,282
32,11
28,92
9,53
7,15
33,3
31,15
8,36
5,2
6,2
35,2
34,1
8,25
25,302
20,811
22,609
17,922
18,927
27,122
19,902
21,740
11,209
16,870
12,318
23,453
13,501
9,60
15,681
24,393
14,585
30,29
29,51
10,132
26,194
31,24
28,95
32,10
33,10
5,4
7,10
35,1
6,3
34,3
4,3
36,1
17,905
20,789
27,129
21,741
15,740
16,838
14,573
28,112
22,643
12,306
13,465
18,952
19,905
26,232
25,272
11,201
23,456
24,347
10,121
30,31
31,24
29,69
9,70
7,10
32,21
8,25
33,8
34,4
35,2
5,3
6,5
4,1
18,887
20,877
23,492
25,293
22,668
19,922
11,188
15,757
27,134
21,723
26,202
17,900
12,315
16,771
14,573
13,462
24,380
29,59
28,86
10,114
7,17
4,1
31,28
32,14
6,7
8,18
30,37
9,58
33,5
34,7
37,1
5,3
38,1
26,181
18,949
17,939
13,463
19,889
20,837
16,859
23,489
21,722
12,302
22,625
15,742
24,379
11,222
10,116
27,122
14,591
29,56
25,226
9,85
30,24
32,10
31,16
6,8
28,85
7,22
8,34
33,4
5,1
36,1
34,1
22,652
16,886
17,864
25,291
13,473
15,716
11,203
18,943
20,797
21,732
14,602
23,478
19,855
26,199
24,341
28,99
12,347
7,16
27,135
32,12
8,35
10,135
6,5
33,7
29,49
9,65
31,20
30,31
34,6
35,1
5,1
4,3
36,1
19,950
12,325
21,740
14,596
17,889
13,442
15,758
16,858
28,80
25,286
7,14
26,212
22,618
20,842
18,873
11,197
23,459
8,33
24,347
38,2
27,143
10,137
9,58
29,65
30,36
32,12
31,17
6,2
33,3
5,2
4,1
34,2
35,1
15,739
22,594
18,942
16,823
21,712
24,368
14,565
13,430
26,183
19,883
11,220
17,964
23,481
20,845
12,339
25,275
10,136
29,52
28,102
27,150
8,36
9,63
7,13
32,14
34,3
6,6
30,32
31,26
36,2
37,1
5,1
12,284
18,954
25,314
14,599
31,27
19,926
16,834
23,482
17,928
24,382
11,236
21,710
13,422
27,122
15,716
20,795
22,630
28,76
10,132
26,197
7,16
9,75
32,8
30,37
8,24
33,8
29,57
35,4
5,1
34,3
6,1
18,932
10,106
21,744
13,423
25,298
16,805
19,911
17,931
22,638
27,152
20,824
12,311
14,597
23,480
15,729
24,369
28,84
8,28
11,191
26,215
31,22
29,52
9,61
30,41
32,19
7,17
36,4
6,1
33,5
5,2
34,5
42,1
37,1
35,1
22,576
8,32
13,490
15,734
18,916
17,847
16,844
12,308
20,864
19,897
23,503
14,618
26,186
24,397
11,223
21,714
25,296
9,66
27,110
28,75
10,130
32,10
33,8
7,18
30,42
29,52
35,2
34,4
31,27
5,3
6,5
39,2
38,1
15,779
16,813
19,900
18,898
21,702
20,845
11,204
24,391
26,224
23,489
17,917
13,447
14,585
22,655
9,68
25,270
12,307
31,22
8,33
29,62
30,43
10,100
28,97
27,117
32,11
7,10
35,3
34,2
36,1
6,1
3,1
5,2
33,1
16,792
22,637
25,267
14,619
28,116
18,936
17,924
21,727
24,374
15,732
20,848
23,458
19,868
12,329
13,427
26,191
10,135
30,37
27,175
7,10
11,212
4,2
8,33
31,14
32,8
9,60
29,52
6,7
36,3
33,6
34,1
13,422
23,465
26,202
19,929
30,35
21,766
24,397
12,359
16,786
17,881
15,783
18,927
25,271
20,803
22,595
11,200
14,577
32,13
27,142
10,116
28,108
7,12
29,66
8,45
9,66
31,17
6,5
33,4
34,5
37,1
35,1
36,1
14,612
22,596
23,479
29,59
19,930
17,934
12,301
18,984
24,394
13,462
30,31
21,704
15,714
16,829
20,835
31,15
26,189
8,37
11,211
28,80
27,138
34,3
25,242
9,68
10,105
7,21
32,11
6,6
33,8
36,1
35,1
25,281
18,935
21,721
14,618
23,489
16,837
19,871
11,229
24,367
20,808
17,853
28,88
15,745
9,63
22,628
10,127
13,477
27,133
26,197
12,353
31,16
29,52
30,30
8,34
5,6
34,5
32,10
7,10
6,9
33,6
36,1
4,1
13,431
19,898
23,531
25,240
17,905
20,889
26,189
29,57
18,966
16,834
15,758
22,632
14,581
21,702
27,114
11,212
9,50
10,102
28,88
12,325
24,370
7,15
30,25
32,11
31,17
34,7
8,34
33,6
6,5
5,1
35,2
37,1
36,1
38,1
