degree,count
7,16
10,116
11,116
9,60
19,114
16,206
17,171
15,195
18,144
12,180
13,183
21,69
20,89
23,23
14,203
25,16
8,41
24,30
6,12
22,42
26,8
5,5
28,2
4,1
30,2
27,3
29,1
20,98
13,191
11,143
10,93
12,160
15,203
18,175
23,33
19,132
17,173
14,187
16,186
8,33
24,23
7,22
4,2
9,51
21,62
25,11
22,47
5,3
6,10
28,2
31,1
26,3
27,1
32,1
29,2
20,112
4,3
22,41
12,149
17,176
26,9
18,163
11,126
16,199
13,185
15,213
14,206
24,14
19,123
21,76
23,32
10,82
8,33
5,3
9,57
27,2
7,16
25,15
6,12
28,1
13,192
16,191
15,202
17,177
12,153
9,58
10,97
8,31
19,135
18,130
23,29
14,199
21,70
20,107
11,141
27,5
22,50
6,12
25,14
7,20
26,5
24,22
29,1
5,6
4,1
13,197
19,120
17,189
14,203
23,25
12,167
11,114
20,95
7,29
18,150
15,219
16,195
9,62
21,71
24,16
10,76
22,50
8,31
6,7
26,9
25,15
28,3
27,4
3,1
19,145
13,200
17,158
18,140
12,135
11,129
16,205
8,35
14,212
10,89
5,3
15,233
9,67
20,87
21,55
7,25
22,44
23,35
25,8
6,8
24,18
27,4
2,1
26,6
4,3
28,3
13,202
16,208
14,199
21,74
18,140
11,130
15,202
17,194
22,42
9,48
19,126
6,10
20,87
12,174
23,23
7,22
8,47
10,83
26,7
25,8
27,3
30,2
5,4
28,1
24,10
29,2
14,210
17,156
21,62
12,179
19,108
9,67
11,128
4,4
16,198
20,84
27,3
18,142
15,241
8,43
13,191
10,94
22,41
25,13
23,21
5,8
7,10
24,21
26,8
6,12
3,1
30,1
28,1
31,1
18,142
16,207
9,69
11,129
10,98
8,38
13,177
12,167
14,196
26,10
17,167
15,219
24,19
20,89
19,140
7,24
21,69
22,36
29,2
23,24
25,9
4,2
6,7
27,3
28,3
5,2
16,196
22,43
12,166
19,151
14,199
17,184
8,43
18,144
21,56
13,190
11,147
9,63
10,89
20,93
15,180
6,7
24,18
7,22
23,31
26,1
27,5
25,11
28,3
29,1
5,1
32,1
4,3
8,31
18,134
13,200
17,199
12,165
16,207
11,113
24,24
15,193
6,15
14,215
22,52
19,126
20,80
10,81
23,41
9,58
7,23
25,14
21,54
5,8
26,5
28,3
27,4
2,1
30,1
29,1
16,197
11,135
14,204
19,115
13,186
10,95
15,195
18,158
6,9
23,29
12,150
22,48
17,193
20,89
8,48
21,62
24,21
7,21
27,7
9,60
26,9
4,1
25,9
28,3
29,4
20,96
6,12
13,206
12,170
17,178
19,119
22,40
10,76
16,204
14,192
15,219
9,65
23,27
26,7
21,64
18,157
11,121
8,38
7,19
25,12
24,12
27,4
29,2
28,3
3,2
5,2
30,1
19,105
17,181
14,200
18,139
16,180
11,147
15,188
13,215
12,154
20,100
29,3
6,11
9,67
8,41
25,17
5,2
21,69
23,27
22,36
10,105
24,23
7,21
27,3
26,5
28,1
4,3
30,3
31,1
32,1
14,186
16,203
12,155
15,216
19,133
22,69
11,121
17,189
18,162
20,82
21,68
13,185
10,86
27,6
8,37
24,17
25,13
5,5
23,26
9,61
28,3
7,15
6,5
26,5
15,214
8,38
16,207
23,31
14,198
11,141
12,161
9,58
19,129
10,87
13,183
18,147
17,182
20,78
21,60
22,48
6,10
7,21
24,25
26,5
28,4
25,15
30,2
5,2
27,1
29,1
17,193
20,79
15,232
14,197
19,130
11,125
10,80
26,7
16,211
21,80
18,157
12,169
8,32
13,178
9,44
22,36
7,22
23,28
6,9
5,5
24,18
29,4
25,8
4,2
27,1
30,1
12,171
16,206
17,199
20,95
11,130
19,118
15,197
10,81
23,26
13,194
6,7
18,139
21,59
8,32
14,225
9,56
22,39
7,24
24,21
25,14
28,2
34,1
26,9
29,1
5,2
19,135
11,126
15,197
14,193
20,116
16,216
18,135
21,55
12,157
10,89
7,17
8,40
17,172
6,8
23,40
9,63
13,187
24,22
22,47
25,18
29,3
28,1
27,3
5,6
4,1
30,1
15,215
27,4
18,152
17,183
24,20
16,215
8,42
9,74
13,187
20,83
14,212
7,24
11,101
19,118
22,39
12,154
10,92
28,3
23,24
21,62
6,14
26,7
5,4
25,13
29,3
4,2
30,1
