degree,count
19,75
17,144
14,165
12,143
18,106
22,20
15,148
11,109
8,35
16,130
6,9
13,136
23,21
10,74
9,45
20,57
21,38
24,14
7,15
26,2
27,4
28,3
5,3
25,4
14,152
10,79
13,152
15,166
16,136
19,73
9,52
11,111
12,158
18,98
8,36
20,50
17,107
7,20
21,37
24,9
22,25
29,1
23,17
26,4
6,7
25,5
5,3
27,2
17,121
22,18
15,158
11,109
9,55
13,144
23,15
8,40
20,61
27,3
26,5
16,142
12,124
14,161
18,99
10,77
19,88
21,38
7,19
31,1
24,9
6,6
5,2
29,1
25,4
16,132
15,142
13,165
11,93
19,80
17,115
10,98
14,180
20,57
8,32
22,31
12,121
21,36
9,50
25,7
5,7
6,17
24,10
7,24
18,81
3,2
27,2
23,15
4,2
26,1
15,146
13,159
12,138
25,5
20,48
11,122
21,36
16,138
10,82
14,151
9,57
17,125
19,62
8,38
23,15
18,91
7,28
6,10
24,4
22,32
26,2
27,3
5,5
28,2
29,1
15,161
18,92
20,50
14,144
13,149
19,76
16,138
17,133
10,80
7,19
12,124
11,101
21,51
8,48
9,54
22,29
23,12
25,12
6,6
24,10
34,1
26,4
28,2
27,1
30,1
32,1
5,1
17,124
15,166
11,112
8,27
10,69
18,94
13,163
16,138
20,55
14,152
21,48
7,24
12,138
22,20
26,2
9,58
28,2
6,8
24,6
19,71
23,9
3,2
5,6
25,4
4,1
29,1
15,156
12,147
14,164
21,44
10,68
16,139
17,121
11,115
20,54
23,16
19,68
13,157
9,67
27,1
8,30
5,8
18,79
24,15
22,22
7,16
26,2
25,3
6,7
28,1
17,125
9,54
16,136
12,120
10,89
23,24
11,101
21,50
6,11
20,63
14,152
13,147
18,87
15,163
22,25
7,15
25,6
8,23
19,86
24,11
26,5
27,1
4,1
5,4
28,1
12,127
17,133
14,156
18,106
13,148
15,177
19,68
11,95
22,29
21,37
16,138
9,53
10,75
23,18
24,16
8,23
20,64
25,8
7,12
26,4
6,7
29,1
27,1
5,2
4,1
3,1
10,91
15,133
17,119
13,144
12,135
14,182
9,57
19,78
7,19
16,143
23,15
11,106
20,57
8,27
18,94
22,25
21,39
25,9
5,4
6,7
26,3
24,8
27,3
29,2
17,135
13,162
12,125
14,146
15,154
21,35
11,89
18,119
6,10
7,16
16,141
10,88
22,25
20,52
19,74
9,44
27,1
8,37
25,7
24,13
23,16
26,3
4,2
5,5
28,1
17,134
13,135
21,49
15,150
11,122
8,38
9,47
10,80
18,97
16,119
12,146
14,172
19,52
27,2
24,14
20,62
25,6
23,15
22,26
7,16
26,3
4,2
6,8
28,1
5,3
29,1
18,92
15,154
13,147
5,4
22,26
20,51
17,118
14,159
11,104
10,91
12,129
16,146
19,65
21,43
9,63
7,17
29,1
24,10
23,23
8,37
6,7
25,6
26,5
30,1
27,1
10,68
17,135
18,104
15,148
11,115
20,49
12,126
21,41
16,143
9,49
19,78
14,164
13,161
8,37
22,22
24,9
6,13
7,15
23,13
4,1
5,3
28,1
25,1
29,1
26,3
16,147
13,155
11,123
22,24
17,111
19,76
14,149
15,150
9,50
18,100
8,53
27,2
20,62
21,36
10,91
7,21
12,114
23,12
4,1
24,3
6,8
28,2
5,4
26,1
25,4
32,1
13,179
8,31
11,109
17,133
21,35
14,165
12,120
19,78
10,86
15,141
18,96
16,140
22,19
7,19
24,8
20,52
23,12
9,51
29,1
5,3
25,6
26,1
6,10
27,3
4,1
30,1
13,183
18,105
9,46
15,147
11,88
10,81
25,6
17,107
24,9
22,34
23,22
14,171
12,146
19,74
16,115
21,31
5,4
20,60
8,31
7,19
6,8
27,2
26,5
28,3
4,1
30,1
3,1
6,11
17,112
12,133
11,96
15,173
22,21
14,151
13,141
9,51
19,62
8,36
18,104
10,91
16,164
5,4
21,43
25,6
7,15
20,51
24,7
23,19
28,2
26,5
27,2
16,138
18,105
12,144
10,70
14,150
19,78
24,12
8,36
9,54
11,114
17,124
22,32
21,40
15,148
13,137
23,19
20,61
7,14
25,7
28,1
27,3
26,1
6,6
5,2
29,1
4,2
3,1
