degree,count
47,1
33,1
9,6
29,1
8,5
13,1
11,4
17,1
6,13
7,6
5,14
10,1
4,9
3,1
38,1
26,1
15,2
17,3
14,2
12,2
7,7
9,6
18,1
8,5
5,16
6,5
13,1
4,12
45,1
31,1
12,2
7,7
16,2
11,3
10,2
9,5
8,3
13,1
15,1
6,12
5,18
4,4
2,1
3,1
33,1
37,1
25,1
11,3
17,1
18,1
12,4
10,3
7,10
13,1
8,5
5,22
6,4
9,3
4,4
44,1
31,1
22,1
5,19
28,1
16,1
10,3
11,3
9,3
4,8
13,1
6,10
12,2
7,7
8,3
34,1
22,2
20,1
28,2
12,2
5,19
9,2
8,6
10,2
7,8
16,1
6,15
4,3
42,1
25,1
26,1
15,3
13,2
20,1
5,22
12,1
7,6
10,4
14,1
9,2
6,9
8,3
4,6
3,1
35,1
20,2
23,1
10,2
12,4
21,1
19,1
7,9
6,14
9,4
14,2
8,4
5,15
4,4
42,1
12,2
29,1
17,1
26,1
22,1
10,5
7,3
5,22
11,2
15,1
8,4
6,11
4,5
9,3
3,1
36,1
26,1
23,1
18,1
10,3
14,2
19,1
5,18
7,9
13,2
16,1
11,1
9,5
8,1
12,1
6,9
3,2
4,5
56,1
16,2
15,1
7,5
10,2
13,2
9,2
8,4
19,1
5,15
6,13
11,3
4,13
31,1
24,1
35,1
12,4
14,2
15,3
18,1
16,1
9,4
6,11
5,21
7,8
4,4
8,1
10,1
51,1
7,8
20,1
13,1
11,5
14,1
17,1
10,2
8,8
6,8
4,10
9,3
5,14
3,1
46,1
15,2
21,1
10,2
22,1
13,2
7,5
25,1
17,1
11,4
8,2
9,4
6,6
12,1
4,6
5,23
3,2
40,1
16,3
37,1
21,1
15,1
10,2
9,3
18,1
11,1
5,16
7,7
6,12
8,6
4,7
12,1
3,1
37,1
33,1
14,1
21,1
12,2
9,8
11,3
4,9
16,1
13,1
19,1
6,11
10,2
7,2
5,16
8,3
3,1
43,1
10,2
23,1
18,1
12,2
14,2
19,2
16,1
5,20
6,9
9,3
7,6
8,3
3,1
11,2
4,8
44,1
33,1
11,3
20,1
9,6
14,1
15,2
10,3
16,1
8,5
7,6
5,17
4,6
6,10
2,1
39,1
12,3
27,1
17,1
23,1
10,5
13,2
11,2
19,1
7,8
15,2
4,10
8,4
5,16
6,4
9,1
3,2
45,1
24,1
23,1
15,1
12,1
8,6
6,14
14,1
10,3
20,1
16,1
9,4
7,8
5,15
4,5
3,1
