degree,count
205,1
181,1
94,1
103,1
73,1
41,2
26,3
40,1
36,2
65,1
29,4
60,1
35,2
31,2
93,1
55,1
27,6
59,1
23,5
37,3
25,5
13,18
18,13
15,19
46,2
17,9
63,1
22,1
10,42
30,1
53,1
33,1
20,6
12,29
28,2
16,13
38,1
19,7
7,120
9,56
8,86
32,1
14,25
21,1
6,203
11,36
5,276
4,9
196,1
175,1
100,1
46,2
55,1
67,1
120,1
93,1
33,2
49,1
54,1
45,1
24,5
53,1
58,1
59,1
43,1
37,1
48,1
40,1
21,5
14,22
23,3
26,3
32,2
20,6
25,3
35,3
30,3
29,4
36,2
10,40
11,38
41,1
34,2
18,9
17,7
22,3
15,15
19,12
27,1
31,1
16,12
12,19
9,59
13,25
28,1
8,83
7,125
6,179
5,298
3,2
4,10
245,1
100,1
65,1
56,1
72,1
91,1
131,1
81,1
47,2
19,15
23,5
32,1
26,5
17,9
87,1
60,1
70,1
41,1
38,3
20,4
28,2
39,1
30,4
25,3
29,2
42,1
43,1
24,2
14,27
40,1
12,35
16,13
9,53
13,20
21,9
45,1
22,3
10,47
11,39
8,78
7,111
15,17
27,1
18,5
5,285
6,196
4,10
3,1
259,1
175,1
67,2
115,1
20,8
40,2
47,1
49,1
54,1
53,1
58,1
30,2
78,1
41,1
44,2
28,3
70,1
33,2
14,22
52,1
21,8
29,3
35,4
22,3
16,12
34,1
12,29
15,9
7,129
27,2
17,15
8,76
19,4
31,3
10,42
45,2
51,1
11,34
24,4
25,3
23,2
9,69
18,5
13,26
6,176
5,295
4,12
217,1
172,1
47,1
99,1
78,1
114,1
49,1
48,1
24,2
45,3
38,1
52,1
21,7
12,27
68,1
53,1
28,6
35,1
42,1
41,1
75,1
60,1
32,1
15,12
19,8
8,90
20,8
39,1
29,1
59,1
18,9
31,2
16,17
37,1
22,2
17,11
11,32
33,2
25,2
14,20
9,53
23,5
10,48
13,31
34,1
27,2
7,135
5,293
6,165
26,1
4,8
285,1
107,1
76,1
49,1
24,4
46,1
69,1
65,1
40,3
67,1
47,1
85,1
53,1
32,2
30,3
26,3
25,3
27,5
55,1
15,15
31,1
13,23
57,2
23,6
22,4
10,48
20,7
28,2
17,17
12,31
21,8
18,6
70,1
29,2
38,1
45,1
14,26
16,14
8,78
19,4
33,1
36,1
9,60
7,110
11,30
5,270
6,204
4,16
221,1
91,1
101,1
30,3
135,1
71,1
75,1
54,1
60,1
38,2
24,5
58,1
45,2
29,4
25,2
46,2
39,1
74,1
28,1
62,1
53,1
40,3
22,4
23,5
55,1
42,1
17,6
20,3
7,113
33,2
41,1
6,166
18,6
31,2
21,5
16,9
27,2
19,7
13,34
34,1
14,19
15,21
37,1
11,40
12,23
9,74
10,46
8,84
26,1
5,293
4,17
301,1
63,1
115,1
67,1
43,1
39,1
55,2
70,1
51,1
61,1
75,1
35,1
12,29
77,1
36,1
37,1
45,1
22,7
23,4
38,1
33,2
15,9
21,7
34,2
28,5
30,4
25,5
20,10
29,1
8,87
11,34
14,20
47,1
19,7
16,12
27,2
32,1
7,133
13,34
18,7
24,2
17,13
26,4
6,195
9,49
10,39
5,271
4,9
3,1
220,1
142,1
78,1
42,1
44,1
103,1
58,1
105,1
73,1
68,1
98,1
25,4
39,2
41,1
45,2
23,6
13,21
19,13
32,2
43,1
16,15
38,1
15,17
37,1
20,7
27,3
11,34
35,2
18,7
29,7
31,1
12,24
14,18
22,4
59,1
21,3
26,4
34,1
33,1
10,63
9,68
17,6
24,1
8,85
6,159
7,115
5,301
3,1
4,11
350,1
79,1
96,1
41,1
54,1
50,1
48,1
42,1
90,1
34,2
32,1
39,2
43,2
53,1
49,1
67,1
38,2
40,2
19,7
27,2
25,5
47,1
57,1
33,4
21,3
24,6
15,17
18,9
26,5
28,4
12,27
17,8
16,10
20,5
22,7
10,45
11,43
14,19
8,86
13,21
30,2
7,113
29,2
6,192
23,1
9,56
5,285
4,14
3,1
152,1
99,1
68,1
87,1
90,1
69,1
72,1
45,1
35,1
85,1
55,1
57,1
80,1
30,2
39,2
54,2
52,1
47,2
33,1
41,1
37,2
24,3
26,2
17,14
34,1
15,15
32,2
13,16
44,1
25,4
20,9
21,11
23,4
40,1
22,6
43,1
19,10
31,1
7,115
12,31
16,9
14,17
28,1
9,66
27,2
18,9
11,31
8,79
10,43
29,1
6,213
4,10
5,270
232,1
59,1
135,1
41,1
24,5
75,1
85,2
78,1
48,1
39,2
37,3
51,1
29,3
63,1
52,2
36,2
25,3
60,1
56,1
34,6
30,2
28,2
42,1
23,4
35,1
22,2
32,4
19,6
14,22
13,22
20,5
21,4
12,33
27,3
17,10
6,164
10,49
18,11
16,6
9,72
11,39
26,3
8,81
15,9
7,116
5,300
4,13
3,1
372,1
118,1
94,1
59,1
62,2
55,1
22,7
47,1
65,1
42,2
53,1
15,15
49,1
30,2
52,1
13,21
28,1
29,2
9,62
32,3
14,20
31,2
46,1
21,7
33,2
12,36
25,6
66,1
23,7
17,11
26,4
34,1
18,11
19,7
20,5
11,28
16,9
35,2
36,1
5,289
10,41
3,1
7,117
6,182
8,84
4,22
287,1
156,1
54,1
131,1
17,12
49,1
26,5
93,1
64,1
46,1
52,1
44,2
34,3
30,2
22,2
20,4
53,1
5,295
28,1
48,1
27,5
35,3
24,7
50,1
33,1
18,7
31,2
25,3
56,1
36,1
10,47
12,25
15,19
29,2
14,19
19,8
38,1
23,4
21,7
42,1
11,34
13,23
9,51
7,112
8,90
16,10
4,9
6,193
3,1
193,1
88,1
180,1
67,1
53,1
31,3
64,1
102,1
79,1
45,1
49,1
37,2
34,5
57,2
46,1
62,1
47,1
42,1
61,1
19,8
39,1
26,8
17,15
12,23
20,10
11,50
38,1
28,2
44,1
25,6
15,14
29,3
36,1
10,44
22,4
30,1
18,6
21,1
14,18
13,17
23,2
27,3
24,1
16,6
9,58
8,96
7,115
6,186
4,12
5,284
247,1
90,2
113,1
91,1
92,1
98,1
20,7
95,1
40,2
26,8
27,2
34,5
15,16
48,1
36,1
43,1
17,6
24,3
44,1
16,16
37,1
72,1
47,2
9,50
22,4
30,3
13,23
39,2
23,6
28,2
19,7
21,7
29,1
14,18
7,124
31,2
12,30
11,40
18,5
10,49
25,1
6,192
8,90
5,276
4,11
264,1
116,1
156,1
43,2
66,2
30,6
51,2
72,1
29,3
14,23
50,1
17,8
57,1
19,11
25,3
61,1
31,3
54,1
26,6
45,1
22,6
13,20
73,1
46,1
16,6
34,2
33,1
11,28
20,14
23,5
18,7
12,31
7,106
27,2
15,18
24,4
21,2
10,49
39,1
9,51
8,94
28,1
6,202
5,285
4,9
167,1
106,1
165,1
71,1
58,1
61,1
53,2
51,2
24,4
11,39
70,1
45,1
72,1
49,2
32,3
46,2
35,2
40,2
30,3
43,2
28,6
20,4
18,8
23,3
80,1
41,1
27,1
17,12
26,2
29,2
25,2
31,3
21,3
10,45
12,33
14,23
19,10
15,18
22,6
9,63
7,128
6,174
16,10
13,16
8,79
5,294
4,4
3,1
222,1
99,1
85,1
104,1
79,1
52,2
89,1
61,1
34,1
59,1
93,1
22,10
42,3
49,1
19,10
37,1
39,1
16,15
44,1
68,1
24,3
25,8
30,1
56,2
21,5
27,1
47,1
13,28
33,3
31,1
5,287
15,12
29,2
43,1
9,72
23,6
26,1
14,19
18,9
17,8
20,4
8,82
11,34
10,37
12,25
7,111
6,195
36,1
4,10
323,1
39,1
122,1
71,1
81,1
32,2
42,1
25,1
52,2
21,10
68,1
99,1
77,1
61,1
29,3
37,2
74,1
43,2
24,3
33,1
18,8
31,2
36,1
14,16
20,11
49,1
11,36
41,1
26,3
15,16
17,13
10,47
13,26
23,1
16,9
34,2
22,3
30,1
28,2
12,26
9,48
19,8
6,185
7,126
35,1
8,90
5,294
27,2
4,7
3,1
