degree,count
15,360
24,72
13,298
16,381
11,174
20,277
10,102
27,21
25,39
19,309
17,423
14,348
23,114
18,361
8,34
21,219
7,22
22,187
12,219
29,8
28,12
9,69
26,24
30,4
6,10
32,2
4,3
5,2
31,1
33,1
11,160
20,256
17,396
14,392
22,166
15,395
13,271
19,339
16,384
18,366
21,190
23,119
12,234
24,92
25,51
27,22
9,60
10,90
8,29
30,10
26,33
28,10
7,16
5,1
6,6
34,2
29,4
4,2
17,402
16,372
18,379
20,265
21,204
11,156
19,344
12,241
14,344
9,57
13,297
24,90
10,110
15,361
22,174
26,36
29,11
23,106
25,52
8,25
7,21
27,27
28,10
6,4
5,2
32,1
30,3
31,1
33,1
24,76
17,407
23,129
12,245
19,316
16,381
14,337
22,175
13,293
21,209
15,387
20,243
18,357
26,33
11,162
25,70
8,26
7,15
28,14
10,116
9,63
27,21
6,6
5,5
29,4
30,2
31,2
33,1
32,1
18,366
20,267
19,303
14,325
17,412
12,244
22,148
13,315
11,164
16,402
15,395
10,107
21,188
23,105
24,72
6,12
25,52
9,67
31,2
29,6
27,16
26,34
7,18
8,50
28,14
4,2
2,1
5,3
34,1
30,4
32,1
15,401
19,341
9,47
17,379
16,415
10,130
7,15
12,212
18,386
27,23
13,290
11,163
21,235
22,127
20,260
14,335
25,55
23,119
24,76
8,31
26,22
28,12
6,9
31,1
5,3
29,8
30,1
14,368
19,326
18,352
24,64
22,151
17,362
13,293
16,398
21,225
15,412
12,221
10,107
9,63
20,277
26,31
25,51
23,135
11,154
29,5
8,48
6,8
27,15
28,12
7,9
4,2
5,3
31,2
30,1
3,1
24,73
16,398
17,386
22,160
13,316
18,381
5,5
20,260
14,330
26,30
15,419
33,3
11,159
12,210
8,31
21,208
19,321
9,80
10,114
25,51
23,95
6,10
28,16
30,2
27,11
29,9
31,1
7,16
32,1
24,79
18,365
14,332
23,118
20,280
17,375
19,321
13,309
15,413
11,155
8,44
22,181
12,208
16,418
25,55
10,103
21,193
29,6
27,18
26,26
30,4
7,15
28,11
9,54
33,1
32,2
6,4
5,2
31,1
4,3
15,365
18,377
23,105
22,166
14,353
21,218
13,294
19,317
16,411
12,222
17,398
20,261
10,107
9,72
11,156
27,14
26,38
25,63
30,4
24,64
31,3
8,39
28,14
6,13
7,19
4,1
29,2
13,309
15,385
17,364
11,186
16,391
20,268
19,320
27,19
18,369
21,207
23,108
32,3
12,240
24,72
14,359
8,37
22,151
9,70
10,88
30,4
26,38
7,19
25,61
31,3
29,6
6,6
5,3
28,9
34,1
12,250
11,164
20,287
17,383
13,281
21,192
23,107
24,77
19,324
25,43
16,435
14,322
22,162
18,341
15,410
10,106
28,16
26,33
9,65
8,32
27,21
29,7
32,1
6,9
7,13
31,2
5,2
30,7
4,3
34,1
16,427
10,87
15,376
14,337
25,64
22,140
12,209
19,346
11,165
20,263
17,400
8,32
18,366
21,219
23,101
13,330
24,67
9,55
26,36
5,5
27,17
29,6
7,16
28,17
32,2
31,3
33,4
30,3
6,1
4,1
37,1
16,400
18,377
20,248
12,268
19,328
14,347
22,153
23,98
8,35
17,387
13,303
15,368
21,221
24,71
7,18
25,47
30,6
10,103
9,67
11,163
27,21
5,2
26,33
28,11
29,7
6,9
33,1
32,3
31,1
16,406
14,387
24,72
17,393
27,21
15,354
13,283
7,17
19,295
12,225
25,50
10,114
20,284
22,154
21,231
18,371
23,120
26,40
11,149
28,7
8,35
9,56
31,5
5,5
6,10
30,6
29,5
34,1
22,154
17,401
18,356
15,386
19,316
20,245
14,342
9,63
10,101
11,170
12,270
13,286
16,404
24,74
27,22
21,200
8,50
26,34
28,19
23,104
6,12
35,1
5,5
25,50
7,16
32,3
31,4
30,2
29,4
33,2
12,223
16,378
19,336
18,358
10,102
15,373
20,307
22,170
11,140
13,283
25,48
17,390
21,229
7,14
14,361
24,88
9,67
23,98
8,36
32,2
27,16
26,37
30,5
28,15
6,10
31,2
5,2
29,4
34,1
36,1
20,252
17,402
24,79
19,316
15,374
14,376
9,61
16,409
12,213
21,221
13,294
10,92
11,170
18,366
23,119
22,160
7,19
30,4
8,34
26,31
25,56
27,13
31,3
29,9
6,8
28,11
33,1
5,1
32,1
39,1
18,338
12,229
25,61
15,372
20,268
17,401
14,356
16,394
22,161
21,208
13,309
24,83
19,320
27,27
26,38
9,60
23,116
11,167
28,10
8,27
7,14
10,114
6,7
29,10
30,4
4,1
31,1
20,274
18,379
17,374
8,33
13,300
16,412
22,177
15,395
10,109
9,63
11,172
21,201
19,322
28,13
14,327
23,110
27,23
12,227
7,16
25,45
26,27
24,72
30,6
6,6
29,8
31,1
33,1
5,1
37,1
3,1
