degree,count
17,28
14,44
11,56
15,40
16,33
13,60
10,45
9,38
12,66
6,11
7,15
18,20
8,27
21,4
19,6
20,8
5,7
22,2
4,2
12,55
15,47
13,67
9,38
11,55
17,25
8,37
18,11
14,49
16,36
10,45
6,8
7,13
21,4
20,4
19,7
5,4
4,2
3,2
22,3
14,39
7,13
9,41
15,44
8,31
11,70
10,63
12,49
13,50
20,6
19,14
17,23
23,2
18,11
25,1
16,33
5,5
6,7
21,4
24,1
4,1
22,3
3,1
12,61
15,25
10,61
16,26
6,7
17,20
13,63
11,73
9,46
14,34
8,33
7,17
22,3
4,5
19,16
18,14
20,1
26,1
5,4
21,2
15,52
7,16
10,44
13,47
18,20
16,28
11,60
14,49
8,35
12,50
9,46
17,27
19,12
21,8
20,5
22,1
6,4
5,5
23,1
24,1
4,1
4,4
11,69
17,29
10,44
15,46
12,48
7,20
14,51
13,44
16,30
9,39
18,21
19,16
8,28
6,5
20,4
5,8
21,2
22,3
3,1
16,35
13,50
9,48
14,41
10,46
8,33
5,5
7,16
12,63
17,26
11,60
18,23
15,32
6,7
19,10
21,5
24,1
26,1
3,2
20,3
4,1
22,2
25,1
23,1
14,41
17,19
10,51
11,56
7,21
13,60
6,13
8,30
20,4
12,73
15,31
18,15
9,38
16,33
19,14
21,2
22,2
5,5
24,1
4,1
23,1
25,1
10,50
11,61
14,50
16,24
12,63
9,40
15,44
17,28
8,36
13,44
5,3
6,9
18,16
20,7
7,21
22,3
19,7
21,4
4,1
24,1
8,23
11,57
13,46
20,8
19,11
17,34
12,54
16,29
15,40
9,36
10,63
7,19
18,18
6,18
14,41
5,2
22,2
26,2
21,3
3,1
25,1
23,2
4,2
16,35
8,27
9,54
6,15
14,55
19,8
13,39
12,56
20,7
10,59
23,2
15,33
17,25
11,50
7,18
4,2
18,15
22,5
5,6
21,1
13,55
12,69
9,35
7,27
11,47
20,6
16,26
8,25
15,50
14,56
21,3
10,45
19,12
17,20
5,3
18,16
6,9
4,3
24,2
3,1
22,1
27,1
8,31
9,37
11,48
13,49
14,66
21,9
12,71
15,39
17,23
10,39
6,10
18,15
19,15
3,1
16,30
5,5
7,11
20,9
23,1
22,2
4,1
18,15
24,1
14,62
15,41
11,56
10,37
9,55
13,53
8,30
12,63
7,18
20,8
6,8
5,5
16,27
17,15
21,3
19,10
26,1
22,2
4,2
10,55
14,49
15,38
11,63
16,24
6,17
17,19
12,63
7,24
9,39
18,17
8,26
13,49
20,6
22,2
19,8
21,1
4,5
3,1
5,5
23,1
20,5
13,63
12,74
11,75
9,39
10,43
15,31
6,15
17,20
14,42
18,16
16,25
19,12
22,5
5,3
24,1
8,25
7,13
21,4
4,1
13,45
14,57
15,39
16,31
8,37
6,10
11,48
12,64
20,6
19,13
7,17
10,53
9,43
18,15
4,2
17,22
5,5
22,3
21,1
23,1
19,8
18,9
16,40
8,40
17,25
10,51
15,32
13,59
9,47
12,58
14,38
11,59
7,18
20,6
6,10
4,1
5,7
21,3
22,1
22,3
12,53
17,34
10,42
7,24
20,9
11,60
8,30
19,12
18,11
13,52
14,44
15,52
9,30
16,35
5,4
24,1
6,9
21,6
4,1
15,48
11,68
12,46
16,34
14,48
7,17
13,53
10,43
19,14
23,2
20,5
8,35
9,34
6,10
17,24
4,7
18,14
5,3
22,4
21,3
