degree,count
13,308
12,263
16,565
18,558
15,526
19,503
29,18
20,439
9,65
14,451
17,580
21,388
24,160
11,206
27,49
23,219
22,269
25,122
10,125
8,31
26,75
28,38
6,10
7,13
30,9
31,6
35,1
32,1
5,1
33,1
17,555
18,559
23,250
15,510
27,52
12,261
21,369
14,439
7,19
13,382
16,553
19,525
22,273
20,430
10,118
25,111
11,192
29,18
24,145
8,48
9,54
26,75
32,5
28,31
30,6
31,3
6,8
33,3
5,2
34,1
36,1
4,1
35,1
17,606
23,217
19,526
15,492
14,454
13,374
11,169
18,553
12,238
21,371
16,549
26,69
10,120
20,443
25,131
24,149
27,44
22,292
9,66
28,36
8,40
7,16
30,14
34,2
6,7
31,4
5,3
29,9
32,5
4,1
15,553
14,411
26,87
17,563
13,357
23,215
16,577
18,561
22,301
19,489
20,458
29,20
25,96
21,367
28,36
12,266
11,184
10,114
24,156
27,50
9,62
8,29
31,6
30,9
6,9
7,15
33,3
35,1
32,4
41,1
20,439
22,286
19,509
18,542
12,280
17,583
14,456
11,190
13,374
21,386
16,588
15,456
26,88
10,115
24,156
23,198
25,108
8,27
30,18
9,63
31,2
7,17
29,19
27,61
28,23
5,5
33,1
6,4
32,6
23,214
14,456
20,471
17,558
24,177
18,555
15,534
13,355
22,269
16,576
12,260
11,184
25,116
21,362
10,126
7,17
19,489
29,14
9,69
30,10
27,48
28,28
8,29
26,60
34,2
6,7
31,4
5,1
4,1
32,5
33,3
16,530
24,167
20,414
10,119
19,554
18,563
14,445
12,272
17,568
21,394
15,544
22,286
13,316
32,3
9,78
25,108
11,175
26,76
27,54
30,12
34,2
23,202
28,26
33,7
7,19
29,19
2,1
8,34
31,3
6,8
35,1
18,571
23,228
11,202
14,440
19,496
20,483
16,525
12,261
13,372
15,498
17,600
27,41
22,285
8,39
9,63
10,122
21,349
24,154
26,66
25,117
29,19
7,18
34,4
28,28
30,6
36,1
6,9
31,3
27,47
17,550
19,504
21,372
16,516
20,460
14,472
18,574
13,357
15,476
11,194
23,211
10,119
22,314
8,34
24,151
12,272
6,12
26,71
9,66
25,119
29,23
32,4
7,20
30,12
28,34
5,4
31,10
34,1
33,1
23,218
18,546
12,244
19,489
24,157
26,76
14,463
22,337
16,552
13,341
15,554
9,60
21,379
17,539
20,446
25,120
11,184
10,121
28,35
27,44
7,11
29,18
8,42
30,8
31,7
32,3
33,2
6,3
4,1
15,517
20,419
14,436
13,372
21,404
24,158
19,503
16,561
17,572
11,208
18,565
12,254
7,21
6,13
28,38
23,210
25,100
22,292
10,96
8,42
26,79
9,60
29,16
32,5
27,38
5,3
30,10
31,6
33,2
10,115
11,181
19,473
13,340
15,467
17,589
16,548
24,157
14,473
18,576
20,482
9,50
21,392
22,282
12,288
25,127
23,211
7,21
26,68
29,22
32,11
27,40
28,31
8,27
31,4
6,8
5,2
35,1
30,12
37,1
33,1
20,438
22,315
15,538
14,441
17,593
23,252
27,49
12,269
18,584
16,552
19,476
9,81
21,323
26,54
10,111
11,190
25,97
13,330
32,6
34,1
24,167
7,14
8,46
28,30
31,6
33,4
29,18
30,8
6,6
5,1
21,367
15,527
14,432
22,286
11,176
13,373
18,535
16,564
8,39
20,407
19,525
25,98
23,223
17,561
24,146
12,300
29,20
34,1
10,123
26,79
9,73
27,51
28,34
30,15
33,2
7,21
31,8
32,5
6,3
36,1
4,1
35,2
38,1
5,1
14,431
17,589
16,548
9,67
18,570
22,299
26,63
21,379
15,503
19,499
20,432
12,284
10,114
13,348
24,191
11,178
23,221
27,49
25,100
29,15
6,4
8,41
5,4
33,4
28,43
31,4
4,3
7,10
30,7
17,608
21,357
28,27
19,524
13,333
14,459
16,546
15,484
20,457
9,77
12,272
18,565
23,208
22,302
27,50
26,80
24,152
29,20
11,170
25,100
8,32
10,132
30,14
31,3
7,10
34,4
32,5
4,1
33,2
6,4
3,1
5,1
18,550
13,316
11,195
21,376
25,141
19,524
15,478
17,602
26,79
12,265
24,155
20,473
22,297
23,256
16,549
14,426
27,58
8,26
9,57
10,103
30,12
28,19
7,8
32,5
29,12
31,3
6,10
5,3
3,1
4,1
14,413
16,534
28,29
23,215
15,499
8,42
20,446
18,538
21,366
13,392
22,311
27,53
29,19
17,585
25,113
19,518
12,293
24,154
10,124
26,70
11,179
9,59
30,5
7,19
6,8
32,5
31,5
5,2
34,1
4,1
35,1
33,1
23,236
25,121
24,166
15,524
22,280
13,346
27,53
9,57
17,573
10,129
19,521
14,433
12,275
11,181
21,356
16,581
20,458
28,38
18,496
29,26
8,32
26,71
7,14
33,2
6,8
30,11
31,4
34,2
32,3
5,2
4,1
14,455
17,565
15,490
20,462
9,64
12,260
21,388
25,114
16,509
19,514
22,289
23,219
8,25
24,176
13,355
11,216
18,592
26,82
27,37
10,92
31,7
28,32
6,9
30,12
29,20
5,1
7,11
34,1
32,2
33,1
