degree,count
100,1
73,1
49,1
16,5
44,1
53,1
18,2
23,2
25,2
21,2
26,1
20,2
14,5
10,15
13,10
11,6
22,1
15,4
5,75
6,48
7,25
31,1
17,3
9,15
8,17
12,2
4,7
3,1
122,1
23,1
70,1
42,1
18,2
13,8
32,1
30,1
19,4
37,1
17,3
9,15
20,2
14,4
28,1
12,5
24,2
16,3
15,3
11,6
8,25
21,1
10,12
5,74
7,26
6,41
4,11
3,1
124,1
44,1
40,1
48,2
22,2
28,1
27,2
14,7
16,2
15,3
26,1
20,1
19,1
11,12
23,2
18,2
8,19
6,38
13,6
17,3
12,5
9,12
7,41
10,12
5,70
4,8
3,1
95,1
59,1
52,1
10,5
32,1
46,1
27,2
34,1
23,2
28,2
30,1
9,17
26,2
20,2
15,2
4,7
14,7
19,1
5,82
18,2
24,1
13,4
11,17
17,1
16,1
21,1
12,3
8,18
7,28
6,41
3,1
100,1
50,1
35,2
41,1
45,1
39,1
31,1
20,2
8,17
11,10
24,3
19,4
25,1
13,8
9,18
22,1
21,1
18,2
30,1
5,69
16,5
15,2
12,6
10,13
6,42
7,32
14,2
4,9
117,1
55,1
29,2
42,1
18,2
10,14
41,1
28,3
20,1
24,1
14,4
21,1
13,5
33,1
22,1
31,1
11,13
9,11
12,10
5,70
16,2
17,4
7,30
19,1
8,18
6,40
15,1
4,15
3,1
83,1
74,1
29,2
67,1
31,1
50,1
22,2
32,1
14,4
35,1
26,2
16,5
30,2
27,1
11,4
13,8
18,2
7,29
15,4
6,41
20,1
19,2
9,12
8,22
24,1
5,86
10,7
12,5
3,1
4,6
105,1
36,1
60,1
23,2
32,2
39,1
38,1
22,3
17,5
35,1
33,1
27,1
12,2
15,4
11,9
14,3
21,2
9,16
18,3
7,28
13,10
10,5
24,1
6,48
20,2
5,70
8,19
16,1
4,12
3,1
117,1
42,1
52,1
39,1
19,2
32,1
12,8
22,2
46,1
26,2
24,1
18,4
34,1
20,1
6,40
37,1
16,3
15,9
8,24
10,12
7,38
17,1
5,69
14,3
21,1
13,1
11,4
9,12
4,11
102,1
68,2
33,1
52,1
18,3
22,4
16,3
12,5
13,7
23,2
21,6
15,3
9,19
8,32
10,9
11,8
7,29
19,1
14,4
4,12
6,42
5,62
112,1
60,1
32,1
40,3
36,2
26,1
23,1
28,1
21,4
8,21
13,6
16,5
14,4
18,4
25,1
10,11
15,2
7,30
12,7
9,13
11,11
5,65
17,1
6,50
4,10
130,1
50,1
62,1
14,7
17,2
30,2
44,1
13,7
43,1
20,2
16,7
23,1
32,1
21,3
18,4
9,16
15,3
8,21
12,4
5,69
10,11
24,1
11,7
7,26
6,43
4,12
3,2
109,1
70,1
26,2
25,1
56,1
17,1
54,1
9,15
51,1
11,13
21,1
15,6
7,31
13,12
24,2
10,13
20,1
8,15
12,8
23,1
5,68
14,2
4,12
16,1
6,44
18,1
3,1
118,1
62,1
20,4
76,1
22,1
35,1
26,2
21,4
36,1
37,1
24,1
9,12
16,3
7,38
11,8
13,6
12,4
33,1
10,12
5,65
17,1
6,54
14,2
8,21
15,1
4,9
3,1
87,1
102,1
34,2
28,1
31,1
19,4
33,2
17,3
15,5
20,2
13,6
12,6
35,1
11,6
23,1
14,2
8,27
9,18
21,2
16,3
25,1
7,26
10,7
18,1
6,42
4,9
5,76
100,1
71,1
43,1
55,1
41,1
29,1
19,2
27,2
28,1
16,5
13,2
52,1
25,1
15,3
24,1
12,10
14,4
6,35
17,2
11,8
33,1
9,15
20,1
22,1
8,20
18,2
7,31
10,11
5,81
4,9
3,1
143,1
66,1
14,6
35,1
26,1
21,1
28,3
12,11
30,1
23,1
8,20
22,2
25,1
6,43
11,7
18,4
16,2
15,2
9,15
17,2
13,5
19,1
10,9
20,1
7,31
5,75
3,1
4,8
101,1
65,1
46,1
23,4
32,1
22,1
13,4
42,1
29,1
25,2
19,5
16,1
34,1
14,6
20,2
10,17
27,1
18,2
12,10
15,3
4,12
21,1
11,8
9,13
5,63
6,52
8,17
7,25
129,1
49,1
48,1
33,1
22,4
46,1
20,1
19,5
18,2
12,9
28,1
15,5
17,3
26,2
21,2
14,3
11,11
24,1
16,2
10,10
6,34
7,32
8,15
9,17
13,1
5,83
4,7
3,1
106,1
48,1
37,1
50,1
33,1
29,1
28,1
27,1
25,1
22,2
26,1
18,3
16,4
9,17
13,5
21,4
15,6
24,1
17,1
23,1
19,3
14,2
11,10
10,6
7,32
8,17
5,74
20,1
6,46
12,2
4,8
3,1
