degree,count
38,5
19,2842
30,385
22,2654
21,2999
14,930
24,2034
17,2219
23,2378
18,2445
25,1714
13,670
20,2763
28,747
15,1362
29,599
26,1403
16,1791
27,1057
37,12
11,243
31,260
34,67
10,122
12,423
9,55
33,111
35,47
32,170
7,5
36,17
8,25
40,2
6,3
5,3
39,5
43,1
22,2662
29,551
15,1327
14,987
21,2834
17,2251
19,2665
28,781
16,1802
20,2865
23,2353
18,2513
9,55
13,675
27,1070
24,2154
26,1378
25,1745
12,408
35,44
34,68
31,273
10,130
11,232
32,160
30,397
33,106
6,7
8,28
36,15
7,11
38,6
37,8
39,5
41,1
40,1
27,1022
24,2191
19,2657
26,1383
16,1779
34,67
25,1686
18,2540
22,2706
20,2821
23,2416
21,2817
14,940
28,831
12,387
30,397
17,2184
10,124
15,1408
31,269
32,181
13,685
29,565
11,244
33,113
38,8
7,11
9,48
8,27
35,27
41,1
36,13
5,4
40,1
37,11
39,1
6,2
43,1
19,2739
15,1316
21,2829
23,2349
26,1478
18,2439
22,2705
16,1789
20,2827
32,173
27,1022
24,2125
14,1014
29,558
9,46
13,663
17,2099
25,1822
28,821
8,32
12,422
34,70
33,102
30,399
31,266
10,151
11,218
35,35
38,8
37,11
36,20
39,4
7,9
41,1
6,2
40,2
44,1
5,1
20,2882
16,1801
23,2419
17,2158
27,1082
10,142
25,1764
24,2090
19,2711
26,1351
21,2779
31,279
18,2570
15,1384
33,95
22,2613
12,439
14,993
13,681
28,721
30,421
8,21
29,545
11,246
9,50
36,28
32,171
7,10
34,58
38,5
35,38
39,5
37,12
6,4
22,2677
23,2403
19,2732
21,2875
17,2191
24,2054
26,1357
20,2865
15,1392
25,1756
18,2522
14,941
27,1116
16,1773
28,791
13,632
31,268
12,379
29,592
32,171
10,129
11,228
35,31
34,56
33,94
30,397
37,16
9,49
36,30
7,7
8,21
38,11
40,3
6,3
39,3
5,2
43,1
20,2849
27,1045
24,2098
22,2669
19,2779
30,459
25,1692
21,2853
16,1799
18,2420
15,1371
17,2181
26,1359
23,2410
32,162
14,983
31,268
28,818
29,554
10,134
13,663
33,112
12,393
11,230
8,27
9,63
35,41
37,14
7,12
36,27
38,5
34,65
41,1
40,2
45,1
6,3
5,1
39,3
42,2
19,2657
27,1096
15,1391
21,2880
24,1993
20,2852
16,1809
13,678
25,1713
22,2662
18,2492
28,796
17,2177
26,1289
11,245
14,1072
12,447
33,107
23,2424
30,385
