degree,count
390,1
355,1
144,1
168,1
102,2
50,4
101,1
214,1
260,1
49,4
61,2
117,1
97,1
42,4
54,1
82,2
107,1
37,4
63,3
78,2
44,5
34,6
28,9
53,2
38,4
66,2
55,2
69,1
72,2
31,4
52,1
62,2
40,6
43,4
45,1
29,8
73,1
64,1
47,3
24,18
22,16
59,1
36,4
85,1
33,7
39,2
58,2
21,33
41,4
17,54
35,7
32,6
27,12
60,1
74,1
23,17
26,9
25,10
30,7
48,2
56,1
16,62
57,1
19,29
7,509
76,1
14,61
12,104
18,34
15,67
13,79
10,165
20,32
9,231
11,140
8,363
5,1148
6,744
4,9
626,1
102,1
299,1
216,1
161,1
129,1
77,1
97,1
70,2
69,2
106,1
111,1
167,1
61,4
47,3
46,4
142,1
42,2
83,1
74,1
82,1
109,1
86,1
114,1
50,2
91,1
59,1
60,2
71,2
32,6
40,2
94,1
22,26
49,4
23,13
43,3
37,7
54,2
27,11
41,6
52,2
80,1
25,13
51,2
30,10
29,7
35,5
39,2
26,10
19,32
28,7
48,2
33,5
64,1
18,35
38,5
34,6
21,22
53,1
73,1
24,13
17,46
15,74
20,33
36,7
16,42
13,102
14,74
31,4
11,131
12,109
10,195
44,1
8,341
9,261
7,467
6,701
5,1189
4,13
562,1
276,1
107,1
114,1
125,1
172,1
86,1
135,1
47,5
90,1
42,5
106,1
27,11
87,1
121,1
69,2
70,2
73,2
52,2
79,2
160,1
74,1
30,13
36,10
58,1
15,58
50,5
53,1
49,2
57,1
78,1
40,2
64,2
81,1
32,5
33,10
51,4
65,2
55,2
63,1
37,9
46,4
28,8
39,5
26,12
60,1
23,19
75,1
44,6
45,2
61,1
71,1
20,28
34,5
19,23
21,28
22,20
24,7
25,11
13,94
43,2
48,1
18,25
11,159
31,6
41,1
29,8
62,1
8,339
14,79
56,1
10,180
7,473
17,50
16,43
12,124
9,238
5,1159
6,740
4,16
402,1
242,1
217,1
271,1
151,1
78,2
118,1
70,3
133,1
206,1
125,1
67,1
73,1
120,2
113,1
34,9
108,2
29,5
59,1
58,3
35,4
79,4
56,4
75,1
52,5
38,2
32,10
39,3
64,2
33,6
60,1
46,2
65,1
45,3
55,1
43,1
20,32
47,1
41,7
49,2
90,1
50,1
22,15
31,8
14,74
19,31
30,14
61,1
37,4
27,13
40,4
21,19
53,2
57,1
18,35
13,74
62,1
23,18
24,19
25,10
26,10
17,47
36,4
6,722
54,1
51,1
12,110
16,43
42,2
10,178
8,384
28,10
11,147
69,1
15,59
7,494
9,232
5,1165
4,10
534,1
349,1
76,2
257,1
150,1
135,2
121,1
53,2
73,1
52,3
160,1
124,1
128,1
96,2
85,1
106,1
103,1
68,2
55,3
47,3
90,1
45,4
11,159
58,1
66,2
71,1
31,10
27,15
63,1
36,5
65,2
35,2
30,10
111,1
13,88
39,2
22,29
24,14
44,4
42,3
16,59
59,2
70,1
67,2
94,1
33,13
99,1
25,7
21,20
50,1
26,13
34,5
32,8
81,1
20,27
19,33
48,1
18,29
29,5
14,81
41,2
28,6
57,1
37,1
23,15
43,2
51,1
54,1
9,224
8,339
17,45
12,116
38,3
15,58
40,1
10,172
46,1
7,497
6,740
5,1154
4,21
3,1
711,1
263,1
171,1
88,1
61,1
43,3
54,4
98,1
90,1
62,3
141,1
85,2
92,1
214,1
149,1
25,8
75,1
79,1
99,1
31,7
73,2
80,1
32,4
44,2
37,5
76,2
110,1
46,4
28,11
30,13
33,9
108,1
27,13
49,1
69,1
72,1
22,19
59,4
41,3
40,3
21,21
65,1
47,3
52,3
29,14
34,7
35,4
19,39
50,2
24,21
26,10
17,38
51,1
55,1
42,2
15,58
45,3
56,2
23,15
13,94
18,32
57,1
12,118
38,4
36,2
14,65
20,26
16,52
9,254
11,150
48,1
58,1
39,1
6,708
10,181
8,351
7,474
5,1181
4,13
3,1
479,1
245,1
356,1
174,1
231,1
106,1
121,1
94,1
123,1
118,1
128,1
102,1
139,1
112,1
44,2
63,3
46,2
111,1
76,1
98,1
99,1
53,3
33,7
16,66
127,1
59,2
24,15
19,25
78,1
70,1
52,2
74,1
39,3
54,2
34,7
88,1
51,4
41,2
80,1
12,120
35,2
18,34
61,2
42,5
49,1
30,8
28,7
60,2
20,25
32,7
29,9
92,1
37,5
26,10
13,87
36,6
47,2
40,5
27,9
25,17
31,8
10,199
14,72
15,49
43,3
17,47
21,30
22,17
11,147
55,1
23,19
50,1
38,1
8,343
5,1142
9,251
6,757
7,458
4,17
3,1
518,1
429,1
275,1
129,1
75,2
32,9
93,1
70,1
98,1
49,2
101,2
86,2
73,2
104,1
85,1
139,1
51,2
42,3
118,1
82,1
53,1
37,5
126,1
122,1
109,1
63,2
90,1
56,1
46,1
47,2
50,3
48,6
68,1
27,12
45,4
26,8
18,26
55,2
28,12
66,1
84,1
30,4
36,4
14,70
52,3
31,18
12,109
44,2
38,4
23,15
34,5
22,31
64,1
25,20
13,66
24,13
40,8
72,1
35,4
20,31
10,183
17,41
19,31
41,1
33,2
15,72
60,1
29,7
21,16
54,1
39,1
16,60
11,143
6,702
8,344
9,262
7,472
5,1207
4,12
3,1
640,1
245,1
136,1
67,2
135,1
164,1
130,1
133,1
37,8
146,1
143,1
65,1
77,3
26,13
73,2
93,1
