degree,count
328,1
162,1
135,1
90,1
99,1
57,1
91,1
96,1
104,1
79,2
58,2
55,2
68,1
39,2
53,1
22,11
42,1
63,1
71,1
51,2
33,4
49,2
36,2
67,1
73,1
23,6
43,1
38,3
32,5
25,11
16,27
40,3
28,5
35,1
56,1
26,7
17,22
15,33
62,1
37,3
27,5
50,2
31,6
18,13
30,4
21,12
29,1
34,3
20,14
14,36
13,41
46,1
19,17
9,124
41,1
24,8
10,99
5,596
45,2
7,231
8,170
11,63
12,50
6,365
4,10
269,1
260,1
99,1
95,1
91,1
66,2
105,1
90,1
111,1
89,1
46,1
103,1
34,5
85,1
29,3
31,3
59,1
37,1
50,1
60,1
18,19
79,1
67,1
56,1
57,1
44,3
87,1
26,10
38,4
35,3
20,12
53,1
43,1
22,11
48,1
42,4
33,5
27,5
21,13
25,9
32,3
12,59
17,20
11,59
41,2
30,1
19,16
36,2
45,1
9,144
52,1
15,32
55,1
24,5
23,6
39,1
63,1
13,46
28,2
14,41
8,164
16,18
6,363
10,97
7,251
5,558
4,19
382,1
146,1
111,1
73,1
80,1
55,1
35,4
57,3
116,1
71,1
77,1
139,1
69,1
27,2
28,6
62,2
59,1
29,4
25,7
41,1
50,2
40,1
72,1
48,1
18,20
19,18
45,1
44,3
21,7
14,42
32,6
20,15
70,1
52,1
22,10
37,2
42,2
38,4
26,5
58,1
47,1
31,2
68,1
34,5
23,9
30,2
33,6
60,1
63,1
15,31
13,44
39,2
17,24
7,236
46,1
24,4
11,61
9,131
16,21
10,99
12,62
8,174
6,351
5,583
4,12
296,1
162,1
251,1
141,1
86,1
119,1
28,4
67,1
124,1
73,1
52,1
108,1
60,1
18,21
17,16
69,2
59,1
41,3
53,3
33,2
22,15
70,1
32,5
36,3
38,3
29,3
56,1
21,8
34,4
24,4
26,9
10,106
27,6
23,11
55,1
11,70
65,1
20,4
57,2
48,2
25,10
37,1
40,2
61,1
16,20
64,1
31,2
12,66
39,2
35,2
15,30
45,1
14,34
42,2
8,163
7,276
13,42
19,14
30,4
9,127
5,558
6,351
4,16
349,1
134,1
197,1
48,3
65,1
202,1
37,5
58,3
47,2
57,2
73,1
79,1
62,1
77,1
33,3
83,1
24,6
12,60
70,1
25,9
54,1
64,1
30,3
75,1
45,2
39,1
26,4
38,3
23,9
28,7
49,1
44,1
71,1
51,1
22,12
46,3
20,20
11,73
15,32
36,4
27,5
59,1
21,18
29,2
14,36
32,1
66,1
40,2
9,103
18,16
19,18
16,24
17,19
13,47
6,371
10,92
31,1
8,171
7,252
5,572
34,1
4,10
3,1
357,1
221,1
246,1
51,1
121,1
134,1
29,7
59,1
89,1
37,4
22,12
64,2
41,1
56,1
61,1
118,1
82,1
57,2
75,1
52,2
62,1
36,2
31,3
19,16
47,1
38,2
83,1
24,14
70,1
58,2
34,4
8,165
20,16
26,5
25,11
55,1
72,1
27,6
23,11
28,6
12,46
44,1
15,34
16,24
13,43
21,7
11,79
9,129
30,3
32,3
14,33
33,1
17,12
18,23
35,2
10,90
7,254
6,340
5,607
4,5
519,1
101,1
234,1
72,2
80,1
64,2
22,10
44,4
69,2
102,1
120,1
55,1
47,2
63,1
38,5
35,3
87,1
19,14
78,1
67,1
17,21
48,1
41,2
57,1
16,23
28,7
62,1
30,4
42,2
75,1
26,9
46,1
25,6
13,68
29,4
18,21
31,4
40,4
12,55
24,4
14,32
21,15
34,3
20,11
23,10
32,3
50,1
15,26
11,51
33,1
39,1
9,117
37,2
8,180
7,215
27,2
10,94
5,598
6,375
4,16
3,1
487,1
150,1
100,2
58,1
62,1
37,3
99,2
73,1
111,1
41,5
40,2
31,4
130,1
56,1
74,2
28,7
38,3
49,2
22,13
39,2
36,4
29,4
32,2
30,5
53,1
34,5
24,7
63,1
50,1
47,1
21,9
23,6
20,14
19,19
83,1
18,18
12,59
27,7
46,1
16,19
17,30
9,113
11,80
44,1
25,7
33,1
4,10
14,39
26,4
13,47
8,188
15,32
10,85
6,384
7,227
5,561
410,1
186,1
97,1
44,2
130,1
155,1
100,1
35,5
45,1
86,1
36,4
55,1
47,1
50,1
46,1
56,3
54,1
62,2
27,9
94,1
34,1
29,5
42,3
26,10
66,1
52,1
22,11
30,5
41,3
40,3
28,7
38,2
65,1
51,1
16,35
18,16
31,4
11,81
33,2
25,5
21,13
23,9
15,30
20,15
32,2
49,1
12,56
37,2
13,42
24,7
7,240
14,34
19,15
17,17
8,184
9,105
10,87
6,342
5,593
4,17
3,1
384,1
414,1
66,1
89,1
62,1
67,1
91,1
96,1
31,6
64,1
43,5
41,4
63,1
34,3
47,1
50,2
21,12
77,1
40,3
52,1
39,2
30,7
35,3
38,3
23,8
80,1
59,1
53,2
18,15
46,2
28,5
37,1
44,2
24,7
51,1
29,9
33,4
19,16
20,13
17,18
36,2
13,39
27,7
8,170
54,1
12,63
10,95
49,1
14,36
7,249
22,9
16,20
26,7
11,66
25,5
15,30
6,373
9,119
5,572
4,16
452,1
142,1
121,1
53,1
155,1
89,1
17,20
56,1
75,1
69,2
54,2
123,1
114,1
58,1
19,17
15,38
31,5
32,6
34,4
24,3
68,1
79,1
46,2
21,13
64,1
36,4
51,1
16,28
63,1
33,5
59,1
29,8
18,17
35,2
40,3
41,2
23,9
28,6
14,39
39,1
25,5
47,1
30,3
27,4
20,5
22,4
13,43
26,9
37,4
43,1
50,1
45,1
38,1
12,60
10,90
6,365
11,60
8,180
9,127
44,1
4,14
7,238
5,578
427,1
91,2
266,1
99,1
78,2
137,1
120,1
38,1
72,1
79,1
63,1
56,1
53,1
26,3
19,18
70,1
50,3
46,2
24,15
51,1
16,29
20,18
22,10
31,3
41,2
43,2
47,2
32,5
23,14
48,1
33,4
45,2
25,5
35,3
34,5
42,2
30,7
11,53
29,4
27,6
17,19
40,2
28,4
15,36
18,21
49,1
36,1
9,112
13,44
10,86
21,10
12,53
14,24
6,376
8,191
37,1
7,230
5,586
4,16
201,1
309,1
81,1
259,1
158,1
65,1
37,2
53,3
58,1
159,1
60,1
56,1
61,2
39,1
57,2
32,7
66,1
25,7
38,3
54,2
101,1
42,1
40,3
41,4
49,2
36,4
24,10
29,3
79,1
19,11
28,1
68,1
35,3
55,1
11,65
48,1
26,6
17,28
20,14
33,1
14,42
